epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,946.05,0.44651,5.43979,0.2688,0.49834,1.04683,0.89684,0.92691,0.94944,0.87177,0.64394,0.60041,0.55765,0.13439,0.41843,4.56164,0.28145,0.42102,0.96067,0.000150812,0.000150812,0.000150812
16,1008.78,0.45038,5.51778,0.26734,0.52237,1.04866,0.91746,0.90751,0.95096,0.87783,0.67435,0.60647,0.58117,0.13536,0.4144,4.60036,0.2817,0.41089,0.96449,0.00014837,0.00014837,0.00014837
17,1071.08,0.4562,5.48826,0.26975,0.52259,1.0497,0.90679,0.92197,0.95729,0.87895,0.65017,0.61744,0.56061,0.12721,0.41975,4.59636,0.28327,0.41505,0.96289,0.000145928,0.000145928,0.000145928
18,1134.72,0.45523,5.49535,0.26996,0.52287,1.04676,0.91732,0.91039,0.95194,0.87718,0.6401,0.60651,0.55461,0.12646,0.41304,4.60635,0.28082,0.41218,0.96216,0.000143486,0.000143486,0.000143486
19,1198.77,0.45203,5.53765,0.26796,0.51534,1.04932,0.90186,0.92542,0.95092,0.87726,0.65132,0.61537,0.5728,0.13453,0.41714,4.58174,0.2818,0.40918,0.96519,0.000141044,0.000141044,0.000141044
20,1263.26,0.45293,5.54926,0.26918,0.51603,1.05046,0.9098,0.92491,0.95631,0.8773,0.63949,0.61597,0.55686,0.12611,0.41766,4.58072,0.28089,0.40334,0.97254,0.000138602,0.000138602,0.000138602
21,1328.06,0.45666,5.53666,0.26435,0.52272,1.05227,0.92271,0.90685,0.95512,0.87858,0.6268,0.60268,0.54196,0.1236,0.41676,4.60313,0.28528,0.41027,0.96175,0.00013616,0.00013616,0.00013616
22,1391.65,0.45372,5.50194,0.26806,0.51679,1.04828,0.9208,0.9063,0.95387,0.87421,0.64468,0.61516,0.55165,0.13127,0.4219,4.57302,0.28022,0.40936,0.96893,0.000133718,0.000133718,0.000133718
23,1454.96,0.45243,5.51762,0.26756,0.51636,1.04914,0.92192,0.91514,0.95996,0.87956,0.63555,0.59781,0.54714,0.12467,0.42539,4.60378,0.27964,0.40172,0.96684,0.000131276,0.000131276,0.000131276
24,1517.95,0.4527,5.48172,0.2649,0.51787,1.05088,0.91082,0.92478,0.95485,0.88067,0.65729,0.64178,0.59393,0.13426,0.41606,4.56669,0.28047,0.4061,0.96373,0.000128834,0.000128834,0.000128834
25,1583.36,0.44861,5.47712,0.26724,0.51036,1.04633,0.9114,0.91195,0.95681,0.8804,0.64062,0.61397,0.55608,0.13167,0.41208,4.58097,0.2796,0.40964,0.95748,0.000126392,0.000126392,0.000126392
26,1646.63,0.45177,5.48612,0.26514,0.51541,1.04464,0.91679,0.91439,0.95857,0.88132,0.62707,0.61824,0.55528,0.13181,0.41315,4.58522,0.28164,0.39946,0.96361,0.00012395,0.00012395,0.00012395
27,1710.09,0.44625,5.4543,0.26661,0.51448,1.0443,0.90077,0.92277,0.95614,0.8794,0.62747,0.61608,0.56653,0.12921,0.41431,4.56579,0.28103,0.40767,0.96392,0.000121508,0.000121508,0.000121508
28,1772.97,0.45093,5.44065,0.26573,0.51944,1.04874,0.91726,0.92797,0.95648,0.88018,0.63662,0.63542,0.57961,0.13466,0.41628,4.55998,0.2799,0.40342,0.96272,0.000119066,0.000119066,0.000119066
29,1836.26,0.44886,5.48195,0.2644,0.51161,1.04836,0.90882,0.92144,0.95223,0.87716,0.63441,0.63132,0.57532,0.13454,0.40771,4.56193,0.27984,0.40674,0.95874,0.000116624,0.000116624,0.000116624
30,1900.42,0.45569,5.4925,0.26537,0.51374,1.04941,0.90915,0.92907,0.95729,0.88455,0.64458,0.61768,0.56242,0.13451,0.41322,4.55168,0.27815,0.39218,0.96177,0.000114182,0.000114182,0.000114182
31,1964.37,0.4492,5.42162,0.26647,0.51677,1.0506,0.9199,0.92164,0.95844,0.882,0.64422,0.63363,0.56808,0.13397,0.41208,4.53519,0.27787,0.39132,0.96094,0.00011174,0.00011174,0.00011174
32,2029.28,0.44686,5.46335,0.26576,0.50704,1.04457,0.90247,0.93055,0.95528,0.88303,0.63505,0.64885,0.58364,0.13577,0.40717,4.53926,0.27858,0.40421,0.95849,0.000109298,0.000109298,0.000109298
33,2094.09,0.44767,5.42272,0.26311,0.50247,1.04215,0.88797,0.94129,0.95699,0.8823,0.64319,0.64686,0.58958,0.1354,0.41094,4.52035,0.27789,0.40526,0.95849,0.000106856,0.000106856,0.000106856
34,2157.83,0.44618,5.43976,0.26301,0.50104,1.04438,0.91397,0.91356,0.95904,0.88475,0.63698,0.63488,0.57022,0.13497,0.40648,4.54374,0.27861,0.39739,0.95674,0.000104414,0.000104414,0.000104414
35,2221.67,0.4483,5.41684,0.26167,0.51107,1.04808,0.90506,0.92472,0.95452,0.88258,0.6428,0.64552,0.5738,0.13973,0.40601,4.51085,0.27804,0.3988,0.95663,0.000101972,0.000101972,0.000101972
36,2285.99,0.44947,5.42793,0.26251,0.50484,1.04729,0.92348,0.90586,0.95427,0.88136,0.64199,0.62838,0.56449,0.13453,0.40883,4.512,0.28003,0.39738,0.95989,9.953e-05,9.953e-05,9.953e-05
37,2351.07,0.44531,5.38638,0.2629,0.50373,1.0433,0.90995,0.92212,0.95705,0.88509,0.64959,0.62311,0.55937,0.13848,0.40474,4.50586,0.27548,0.39547,0.95194,9.7088e-05,9.7088e-05,9.7088e-05
38,2415.7,0.44182,5.39733,0.26138,0.49773,1.03891,0.90469,0.9278,0.95862,0.88614,0.63833,0.61888,0.55573,0.13475,0.40341,4.53244,0.27956,0.39359,0.9509,9.4646e-05,9.4646e-05,9.4646e-05
39,2484.76,0.44185,5.41684,0.2633,0.49468,1.04376,0.90519,0.93469,0.95948,0.88778,0.64498,0.65715,0.58857,0.14166,0.40106,4.51048,0.27951,0.3897,0.95255,9.2204e-05,9.2204e-05,9.2204e-05
40,2548.29,0.4457,5.40096,0.26119,0.50356,1.04527,0.90816,0.91881,0.95866,0.88789,0.66372,0.61974,0.57785,0.14261,0.40619,4.51731,0.27775,0.39416,0.95644,8.9762e-05,8.9762e-05,8.9762e-05
41,2611.9,0.44227,5.40603,0.26274,0.4971,1.04314,0.90605,0.92319,0.95644,0.88334,0.65603,0.66104,0.59463,0.14114,0.40406,4.50816,0.27883,0.40053,0.95187,8.732e-05,8.732e-05,8.732e-05
42,2677.59,0.43968,5.34628,0.26225,0.48428,1.03753,0.88838,0.93564,0.95479,0.8834,0.66644,0.63703,0.59386,0.14523,0.39491,4.50919,0.27611,0.40145,0.94174,8.4878e-05,8.4878e-05,8.4878e-05
43,2743.42,0.44515,5.41905,0.26333,0.4951,1.04442,0.90782,0.91781,0.95904,0.88984,0.6591,0.62127,0.57962,0.14136,0.39964,4.503,0.2761,0.3952,0.94787,8.2436e-05,8.2436e-05,8.2436e-05
44,2807.13,0.44381,5.38096,0.26177,0.50646,1.04066,0.89537,0.93369,0.95779,0.8861,0.66313,0.62129,0.58546,0.13796,0.39989,4.49879,0.27806,0.39394,0.94633,7.9994e-05,7.9994e-05,7.9994e-05
45,2870.4,0.43218,5.35186,0.26116,0.48233,1.03524,0.9151,0.91949,0.95735,0.8846,0.64474,0.64428,0.58522,0.1425,0.39932,4.49248,0.27877,0.39097,0.94978,7.7552e-05,7.7552e-05,7.7552e-05
46,2933.72,0.44188,5.34546,0.2609,0.48792,1.04013,0.89573,0.94705,0.96089,0.88858,0.6482,0.61367,0.57652,0.13952,0.40262,4.49083,0.27647,0.38581,0.95346,7.511e-05,7.511e-05,7.511e-05
47,2998,0.4422,5.32928,0.2591,0.49842,1.04147,0.90624,0.93448,0.95779,0.88812,0.67951,0.62043,0.59094,0.14408,0.40242,4.49554,0.27622,0.39821,0.95014,7.2668e-05,7.2668e-05,7.2668e-05
48,3062.29,0.43059,5.33327,0.25982,0.48685,1.03327,0.91094,0.93342,0.95882,0.88761,0.65888,0.63942,0.58856,0.14166,0.40379,4.50439,0.27727,0.39153,0.95165,7.0226e-05,7.0226e-05,7.0226e-05
49,3128.63,0.43676,5.33664,0.25978,0.48786,1.03959,0.9147,0.92703,0.95684,0.88645,0.64978,0.64708,0.59145,0.14193,0.40062,4.49002,0.27649,0.39225,0.94863,6.7784e-05,6.7784e-05,6.7784e-05
50,3191.46,0.43491,5.31968,0.25968,0.48495,1.03899,0.92431,0.91895,0.96008,0.88897,0.65799,0.6399,0.59361,0.14267,0.40074,4.4962,0.27801,0.3848,0.95142,6.5342e-05,6.5342e-05,6.5342e-05
51,3255.01,0.4366,5.33382,0.26043,0.48132,1.03746,0.92354,0.92693,0.95896,0.8863,0.66068,0.65394,0.59296,0.14528,0.40249,4.48067,0.27734,0.38987,0.95246,6.29e-05,6.29e-05,6.29e-05
52,3318.33,0.43348,5.31098,0.2613,0.48292,1.03823,0.90931,0.9337,0.95942,0.88892,0.6683,0.64498,0.59041,0.14601,0.40307,4.48954,0.27761,0.38809,0.95107,6.0458e-05,6.0458e-05,6.0458e-05
53,3382.85,0.43949,5.31581,0.2617,0.49125,1.04227,0.91374,0.92995,0.95858,0.88603,0.6747,0.65212,0.60362,0.15008,0.40272,4.47577,0.27782,0.39135,0.95089,5.8016e-05,5.8016e-05,5.8016e-05
54,3445.71,0.43621,5.30832,0.25872,0.48384,1.0388,0.92078,0.91903,0.95788,0.88764,0.66214,0.63542,0.58815,0.14453,0.40478,4.47943,0.27627,0.3882,0.95495,5.5574e-05,5.5574e-05,5.5574e-05
55,3511.42,0.43736,5.30153,0.25944,0.48195,1.04084,0.89746,0.93645,0.95469,0.88462,0.65745,0.64877,0.59396,0.1436,0.40339,4.48349,0.27574,0.39096,0.95238,5.3132e-05,5.3132e-05,5.3132e-05
56,3575.6,0.43976,5.35638,0.25742,0.49033,1.04133,0.93044,0.90855,0.95687,0.88605,0.68374,0.65305,0.61383,0.14814,0.4054,4.47096,0.2767,0.38621,0.94988,5.069e-05,5.069e-05,5.069e-05
57,3641.97,0.43445,5.30339,0.26102,0.48544,1.0367,0.91786,0.91986,0.95501,0.88505,0.6584,0.64645,0.59113,0.145,0.40179,4.47113,0.27788,0.38961,0.95053,4.8248e-05,4.8248e-05,4.8248e-05
58,3706.72,0.4336,5.33668,0.26192,0.48971,1.03749,0.9174,0.9191,0.95566,0.88667,0.65779,0.65642,0.60076,0.14469,0.40326,4.47024,0.27692,0.38589,0.95281,4.5806e-05,4.5806e-05,4.5806e-05
59,3771.82,0.42865,5.32664,0.25982,0.47769,1.03294,0.91031,0.92813,0.95605,0.888,0.67144,0.63715,0.59573,0.14425,0.4024,4.47139,0.27697,0.39027,0.95379,4.3364e-05,4.3364e-05,4.3364e-05
60,3836.27,0.43015,5.27459,0.26007,0.47162,1.03307,0.92772,0.91659,0.95614,0.88886,0.66723,0.65513,0.60301,0.14856,0.40501,4.46563,0.27714,0.38958,0.95411,4.0922e-05,4.0922e-05,4.0922e-05
61,3898.81,0.42821,5.27824,0.25874,0.47342,1.03301,0.90298,0.94232,0.95567,0.88863,0.6789,0.64902,0.60456,0.14698,0.40158,4.46305,0.27661,0.38752,0.95193,3.848e-05,3.848e-05,3.848e-05
62,3961.98,0.43198,5.30854,0.25832,0.47698,1.03397,0.9079,0.93859,0.95655,0.89023,0.6628,0.64289,0.59829,0.14597,0.40239,4.4655,0.27678,0.38515,0.95102,3.6038e-05,3.6038e-05,3.6038e-05
63,4025.52,0.43239,5.3031,0.25969,0.47787,1.03582,0.91101,0.93579,0.95769,0.8902,0.65524,0.65316,0.59581,0.14611,0.40202,4.45371,0.27608,0.38612,0.95077,3.3596e-05,3.3596e-05,3.3596e-05
64,4090.52,0.43316,5.27946,0.25647,0.47658,1.03699,0.91442,0.93028,0.95692,0.88902,0.65572,0.65173,0.5947,0.14606,0.4001,4.45905,0.27615,0.38835,0.94762,3.1154e-05,3.1154e-05,3.1154e-05
65,4156.1,0.43635,5.28252,0.25996,0.47595,1.03989,0.91737,0.92808,0.95668,0.88705,0.66284,0.66541,0.5994,0.14704,0.3997,4.45648,0.27641,0.38693,0.94687,2.8712e-05,2.8712e-05,2.8712e-05
66,4232.6,0.30144,3.96435,0.2831,0.25288,0.95307,0.90064,0.93487,0.95543,0.87847,0.64767,0.62856,0.5718,0.13938,0.41919,4.50687,0.27735,0.41263,0.97128,2.627e-05,2.627e-05,2.627e-05
67,4299.89,0.28856,3.8817,0.27873,0.23154,0.93748,0.9109,0.92221,0.95524,0.8803,0.65413,0.63835,0.58957,0.14308,0.41445,4.49561,0.27524,0.40328,0.96569,2.3828e-05,2.3828e-05,2.3828e-05
68,4364.35,0.28594,3.86887,0.2762,0.23659,0.93468,0.90735,0.92751,0.9553,0.88429,0.67018,0.64487,0.60156,0.14723,0.41221,4.48259,0.27366,0.40329,0.96525,2.1386e-05,2.1386e-05,2.1386e-05
69,4426.74,0.27846,3.83948,0.2757,0.22162,0.92764,0.91776,0.91322,0.95662,0.88807,0.66951,0.64812,0.60871,0.14943,0.41088,4.47225,0.27321,0.39982,0.96597,1.8944e-05,1.8944e-05,1.8944e-05
70,4491.01,0.27691,3.83401,0.2749,0.22279,0.92306,0.91464,0.92018,0.95757,0.88965,0.67623,0.65971,0.62072,0.153,0.40871,4.46227,0.2721,0.3967,0.96541,1.6502e-05,1.6502e-05,1.6502e-05
71,4559.04,0.27928,3.82583,0.27602,0.23438,0.93077,0.9178,0.91847,0.95728,0.8898,0.66052,0.63912,0.60372,0.15009,0.40546,4.45678,0.27195,0.39786,0.96283,1.406e-05,1.406e-05,1.406e-05
72,4621.11,0.27712,3.80865,0.27352,0.21892,0.93084,0.91567,0.91729,0.95772,0.89015,0.66012,0.63956,0.60476,0.15094,0.4038,4.4531,0.27131,0.39703,0.95968,1.1618e-05,1.1618e-05,1.1618e-05
73,4686.94,0.27951,3.80209,0.27577,0.22041,0.93477,0.91488,0.91832,0.95847,0.88936,0.66737,0.63526,0.6042,0.15089,0.40485,4.45022,0.27106,0.39513,0.96091,9.176e-06,9.176e-06,9.176e-06
74,4750.39,0.27254,3.78868,0.27327,0.21555,0.92249,0.90754,0.92487,0.95852,0.89031,0.66213,0.64745,0.61193,0.15197,0.40346,4.45112,0.27076,0.39461,0.9586,6.734e-06,6.734e-06,6.734e-06
75,4821.18,0.27609,3.7786,0.27368,0.21926,0.9237,0.90706,0.92642,0.95717,0.88948,0.67383,0.64205,0.61577,0.15301,0.40316,4.44647,0.2707,0.39434,0.95825,4.292e-06,4.292e-06,4.292e-06
