epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,11.8364,0.63965,2.6545,0.80353,0.9173,0.18206,0.30092,0.24369,0.56768,2.80539,0.81189,0.00028182,0.00028182,0.00028182
18,12.4761,0.61991,2.38382,0.82671,0.90159,0.22667,0.30202,0.25207,0.56387,2.68179,0.80949,0.000290237,0.000290237,0.000290237
19,13.1037,0.58187,2.24439,0.82752,0.8924,0.24333,0.33063,0.27301,0.57679,2.56622,0.81056,0.000297665,0.000297665,0.000297665
20,13.7384,0.6315,2.28688,0.85793,0.88959,0.24333,0.37457,0.31144,0.58109,2.4233,0.81061,0.000304103,0.000304103,0.000304103
21,14.3681,0.59239,2.01003,0.81875,0.4534,0.31437,0.43064,0.36335,0.5808,2.25381,0.81508,0.00030955,0.00030955,0.00030955
22,15.0779,0.61059,1.831,0.8387,0.33316,0.38774,0.44828,0.37849,0.5895,2.08168,0.82332,0.000314008,0.000314008,0.000314008
23,15.7704,0.6241,2.03921,0.82831,0.3915,0.48333,0.47776,0.39616,0.60692,1.90743,0.83247,0.000317475,0.000317475,0.000317475
24,16.4679,0.62983,1.69862,0.82495,0.34767,0.57778,0.49122,0.39732,0.65022,1.73955,0.84689,0.000319953,0.000319953,0.000319953
25,17.1355,0.65447,1.75365,0.84482,0.39385,0.63889,0.49469,0.40389,0.64212,1.5894,0.84657,0.00032144,0.00032144,0.00032144
26,17.8241,0.667,1.67153,0.84834,0.40195,0.72222,0.52641,0.43819,0.60429,1.46201,0.83686,0.000321938,0.000321938,0.000321938
27,18.473,0.68585,1.49012,0.88621,0.43454,0.78005,0.56162,0.47024,0.59525,1.36669,0.83287,0.000321445,0.000321445,0.000321445
28,19.1178,0.70159,1.37521,0.85328,0.43454,0.78005,0.56162,0.47024,0.59525,1.36669,0.83287,0.000319962,0.000319962,0.000319962
29,19.7577,0.71837,1.54839,0.90501,0.43922,0.79517,0.58462,0.49044,0.59092,1.26482,0.82932,0.00031749,0.00031749,0.00031749
30,20.4531,0.58978,1.44712,0.83515,0.50815,0.73782,0.62222,0.5178,0.59463,1.18034,0.82855,0.000314028,0.000314028,0.000314028
31,21.1467,0.62742,1.32882,0.84975,0.50815,0.73782,0.62222,0.5178,0.59463,1.18034,0.82855,0.000309575,0.000309575,0.000309575
32,21.8367,0.61818,1.40249,0.84796,0.52585,0.68366,0.63955,0.54125,0.5776,1.13472,0.82804,0.000304132,0.000304132,0.000304132
33,22.5351,0.6411,1.57231,0.83378,0.56439,0.68107,0.63061,0.54405,0.56253,1.10009,0.82433,0.0002977,0.0002977,0.0002977
34,23.1846,0.67674,1.3177,0.8675,0.56439,0.68107,0.63061,0.54405,0.56253,1.10009,0.82433,0.000290277,0.000290277,0.000290277
35,23.8926,0.6316,1.39025,0.84881,0.50031,0.77451,0.64108,0.55687,0.55763,1.07374,0.8228,0.000281865,0.000281865,0.000281865
36,24.569,0.59382,1.28592,0.86022,0.44857,0.79777,0.64052,0.55323,0.56232,1.05463,0.82704,0.000272463,0.000272463,0.000272463
37,25.2411,0.63958,1.28768,0.83699,0.44857,0.79777,0.64052,0.55323,0.56232,1.05463,0.82704,0.00026207,0.00026207,0.00026207
38,25.9083,0.61123,1.23146,0.8424,0.45757,0.82973,0.65897,0.56304,0.56194,1.02867,0.82895,0.000250687,0.000250687,0.000250687
39,26.6102,0.6192,1.24322,0.82622,0.52057,0.77096,0.66944,0.57848,0.53978,1.01869,0.82213,0.000238315,0.000238315,0.000238315
40,27.2538,0.61139,1.1219,0.84089,0.52057,0.77096,0.66944,0.57848,0.53978,1.01869,0.82213,0.000224952,0.000224952,0.000224952
41,28.3622,0.59559,1.26925,0.82571,0.55243,0.72222,0.68849,0.59863,0.5281,1.0351,0.81822,0.0002106,0.0002106,0.0002106
42,29.0947,0.60776,1.25273,0.83948,0.55188,0.73889,0.70227,0.61223,0.52266,1.04888,0.81764,0.000195258,0.000195258,0.000195258
43,29.7314,0.56073,1.07637,0.83297,0.55188,0.73889,0.70227,0.61223,0.52266,1.04888,0.81764,0.000178925,0.000178925,0.000178925
44,30.4,0.55726,1.07633,0.8564,0.72644,0.67033,0.73442,0.64615,0.51536,1.04688,0.8177,0.000161603,0.000161603,0.000161603
45,31.0865,0.55617,1.04028,0.8484,0.72644,0.67033,0.73442,0.64615,0.51536,1.04688,0.8177,0.00014329,0.00014329,0.00014329
46,31.7628,0.56195,1.10001,0.83593,0.7662,0.64384,0.76317,0.67744,0.51004,1.04947,0.81823,0.000123987,0.000123987,0.000123987
47,32.3565,0.56656,1.04118,0.84662,0.7662,0.64384,0.76317,0.67744,0.51004,1.04947,0.81823,0.000103695,0.000103695,0.000103695
48,33.0647,0.58081,1.04613,0.82581,0.70611,0.77812,0.794,0.70463,0.50505,1.0339,0.81742,8.24125e-05,8.24125e-05,8.24125e-05
49,33.6946,0.56046,0.99308,0.83909,0.70611,0.77812,0.794,0.70463,0.50505,1.0339,0.81742,6.014e-05,6.014e-05,6.014e-05
50,34.3337,0.55432,1.09544,0.82898,0.73337,0.76092,0.80492,0.71406,0.50217,1.001,0.81698,3.68775e-05,3.68775e-05,3.68775e-05
