epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,24.5583,0.37629,0.44611,0.81011,0.97559,0.96665,0.99454,0.94966,0.38368,0.41436,0.78812,0.000733741,0.000733741,0.000733741
37,25.1999,0.45248,0.4802,0.8099,0.97559,0.96665,0.99454,0.94966,0.38368,0.41436,0.78812,0.000749893,0.000749893,0.000749893
38,25.8368,0.4399,0.47191,0.79883,0.9596,0.98359,0.99388,0.94731,0.37154,0.39586,0.78899,0.000765797,0.000765797,0.000765797
39,26.4477,0.44216,0.4679,0.79938,0.97441,0.97788,0.99453,0.91962,0.40623,0.38502,0.79846,0.000781454,0.000781454,0.000781454
40,27.0721,0.41742,0.43247,0.81107,0.97441,0.97788,0.99453,0.91962,0.40623,0.38502,0.79846,0.000796863,0.000796863,0.000796863
41,27.6803,0.41735,0.44457,0.78629,0.98794,0.9883,0.995,0.91447,0.42391,0.38043,0.80364,0.000812025,0.000812025,0.000812025
42,28.27,0.45039,0.52949,0.8037,0.95263,0.98747,0.995,0.92507,0.40006,0.39037,0.79537,0.000826939,0.000826939,0.000826939
43,28.8986,0.41742,0.45103,0.80704,0.95263,0.98747,0.995,0.92507,0.40006,0.39037,0.79537,0.000841606,0.000841606,0.000841606
44,29.5447,0.42079,0.44623,0.81009,0.88895,0.90952,0.98882,0.9365,0.37504,0.53548,0.78837,0.000856026,0.000856026,0.000856026
45,30.1436,0.39107,0.47753,0.79676,0.88895,0.90952,0.98882,0.9365,0.37504,0.53548,0.78837,0.000870198,0.000870198,0.000870198
46,30.7694,0.41486,0.49369,0.81551,0.89294,0.94509,0.99146,0.93887,0.37286,0.47347,0.78837,0.000884122,0.000884122,0.000884122
47,31.4093,0.45885,0.55884,0.80581,0.89294,0.94509,0.99146,0.93887,0.37286,0.47347,0.78837,0.000897799,0.000897799,0.000897799
48,32.0305,0.4555,0.48089,0.80371,0.98048,0.98083,0.99339,0.94059,0.35362,0.37058,0.78672,0.000911228,0.000911228,0.000911228
49,32.6846,0.41201,0.46725,0.80542,0.98048,0.98083,0.99339,0.94059,0.35362,0.37058,0.78672,0.00092441,0.00092441,0.00092441
50,33.305,0.41811,0.44864,0.80548,0.9618,0.97714,0.99429,0.9376,0.37693,0.37026,0.79164,0.000937344,0.000937344,0.000937344
51,33.9108,0.44854,0.4402,0.81305,0.9618,0.97714,0.99429,0.9376,0.37693,0.37026,0.79164,0.000940625,0.000940625,0.000940625
52,34.5124,0.43916,0.45635,0.83005,0.97279,0.94731,0.99476,0.94012,0.35134,0.36377,0.78559,0.000934438,0.000934438,0.000934438
53,35.1404,0.43514,0.50097,0.81181,0.97279,0.94731,0.99476,0.94012,0.35134,0.36377,0.78559,0.00092825,0.00092825,0.00092825
54,35.7444,0.43531,0.46551,0.78921,0.97162,0.99802,0.995,0.93218,0.37188,0.36064,0.78683,0.000922063,0.000922063,0.000922063
55,36.3582,0.43659,0.47904,0.81978,0.97162,0.99802,0.995,0.93218,0.37188,0.36064,0.78683,0.000915875,0.000915875,0.000915875
56,36.9804,0.45565,0.47195,0.80879,0.99021,0.99009,0.995,0.93153,0.37889,0.37283,0.78809,0.000909688,0.000909688,0.000909688
57,37.5949,0.4239,0.46166,0.79921,0.99021,0.99009,0.995,0.93153,0.37889,0.37283,0.78809,0.0009035,0.0009035,0.0009035
58,38.2643,0.44597,0.46989,0.80178,0.99046,0.99162,0.995,0.93687,0.36742,0.35386,0.78677,0.000897313,0.000897313,0.000897313
59,38.8555,0.39084,0.44899,0.81041,0.99046,0.99162,0.995,0.93687,0.36742,0.35386,0.78677,0.000891125,0.000891125,0.000891125
60,39.5034,0.42169,0.41868,0.79957,0.99349,0.99887,0.995,0.94406,0.36207,0.34092,0.7866,0.000884938,0.000884938,0.000884938
61,40.1199,0.41611,0.45497,0.81063,0.99349,0.99887,0.995,0.94406,0.36207,0.34092,0.7866,0.00087875,0.00087875,0.00087875
62,40.7224,0.40764,0.45355,0.8167,0.98646,0.99494,0.995,0.94855,0.33752,0.34726,0.78288,0.000872563,0.000872563,0.000872563
63,41.3475,0.35742,0.42008,0.80134,0.98646,0.99494,0.995,0.94855,0.33752,0.34726,0.78288,0.000866375,0.000866375,0.000866375
64,42.0937,0.42493,0.42819,0.8182,0.965,0.99141,0.995,0.93898,0.34937,0.35823,0.78357,0.000860188,0.000860188,0.000860188
65,42.7671,0.41319,0.44328,0.81323,0.965,0.99141,0.995,0.93898,0.34937,0.35823,0.78357,0.000854,0.000854,0.000854
66,43.4264,0.40689,0.4192,0.799,0.97894,0.97186,0.9942,0.9452,0.34167,0.37437,0.78436,0.000847813,0.000847813,0.000847813
67,44.022,0.36301,0.45263,0.82374,0.97894,0.97186,0.9942,0.9452,0.34167,0.37437,0.78436,0.000841625,0.000841625,0.000841625
68,44.6531,0.37909,0.42246,0.81757,0.96848,0.97351,0.99272,0.92563,0.37633,0.39773,0.79272,0.000835438,0.000835438,0.000835438
69,45.2739,0.42243,0.41978,0.80417,0.96848,0.97351,0.99272,0.92563,0.37633,0.39773,0.79272,0.00082925,0.00082925,0.00082925
70,45.9623,0.38765,0.41359,0.81315,0.96581,0.98522,0.99338,0.93552,0.36025,0.38832,0.79092,0.000823063,0.000823063,0.000823063
71,46.6558,0.41018,0.43658,0.79404,0.96581,0.98522,0.99338,0.93552,0.36025,0.38832,0.79092,0.000816875,0.000816875,0.000816875
72,47.3381,0.36957,0.40503,0.80156,0.95547,0.98982,0.994,0.95027,0.33954,0.36001,0.78388,0.000810688,0.000810688,0.000810688
73,47.9667,0.38025,0.41189,0.79079,0.95547,0.98982,0.994,0.95027,0.33954,0.36001,0.78388,0.0008045,0.0008045,0.0008045
74,48.5969,0.38681,0.42089,0.80182,0.9778,0.99031,0.99453,0.9421,0.32748,0.33452,0.7822,0.000798313,0.000798313,0.000798313
75,49.2238,0.38638,0.4151,0.79861,0.9778,0.99031,0.99453,0.9421,0.32748,0.33452,0.7822,0.000792125,0.000792125,0.000792125
76,49.8936,0.38923,0.42846,0.78863,0.97631,0.99223,0.995,0.95765,0.32104,0.33303,0.78098,0.000785938,0.000785938,0.000785938
77,50.517,0.36664,0.40513,0.80346,0.97631,0.99223,0.995,0.95765,0.32104,0.33303,0.78098,0.00077975,0.00077975,0.00077975
78,51.1665,0.37855,0.38855,0.79163,0.97463,0.98526,0.995,0.95027,0.32589,0.33533,0.78051,0.000773563,0.000773563,0.000773563
79,51.8053,0.41873,0.41949,0.79255,0.97463,0.98526,0.995,0.95027,0.32589,0.33533,0.78051,0.000767375,0.000767375,0.000767375
80,52.4654,0.38418,0.39139,0.79703,0.98484,0.98071,0.995,0.93771,0.35436,0.34895,0.78389,0.000761188,0.000761188,0.000761188
81,53.1087,0.42693,0.43761,0.81822,0.98484,0.98071,0.995,0.93771,0.35436,0.34895,0.78389,0.000755,0.000755,0.000755
82,53.7387,0.36442,0.40468,0.79701,0.98007,0.97988,0.995,0.95304,0.33093,0.3522,0.77828,0.000748813,0.000748813,0.000748813
83,54.3914,0.33993,0.39968,0.80337,0.98007,0.97988,0.995,0.95304,0.33093,0.3522,0.77828,0.000742625,0.000742625,0.000742625
84,55.0259,0.38814,0.41872,0.8088,0.96628,0.98504,0.995,0.95288,0.32764,0.35444,0.77801,0.000736438,0.000736438,0.000736438
85,55.6338,0.38341,0.41015,0.80523,0.96628,0.98504,0.995,0.95288,0.32764,0.35444,0.77801,0.00073025,0.00073025,0.00073025
86,56.317,0.42359,0.43541,0.82753,0.9739,0.98848,0.995,0.95656,0.33902,0.35769,0.78123,0.000724062,0.000724062,0.000724062
87,56.9502,0.37854,0.46852,0.78737,0.9739,0.98848,0.995,0.95656,0.33902,0.35769,0.78123,0.000717875,0.000717875,0.000717875
88,57.593,0.3847,0.42918,0.81082,0.99402,1,0.995,0.94717,0.35257,0.33668,0.78404,0.000711687,0.000711687,0.000711687
89,58.2367,0.38429,0.44128,0.82971,0.99402,1,0.995,0.94717,0.35257,0.33668,0.78404,0.0007055,0.0007055,0.0007055
90,58.9154,0.35331,0.39814,0.79224,0.96771,0.98595,0.995,0.96392,0.31734,0.3222,0.77684,0.000699312,0.000699312,0.000699312
91,59.551,0.35453,0.43645,0.7905,0.96771,0.98595,0.995,0.96392,0.31734,0.3222,0.77684,0.000693125,0.000693125,0.000693125
92,60.2191,0.38,0.39807,0.79172,0.97185,0.97018,0.99225,0.94666,0.32316,0.32392,0.77664,0.000686937,0.000686937,0.000686937
93,60.8756,0.38651,0.43771,0.83156,0.97185,0.97018,0.99225,0.94666,0.32316,0.32392,0.77664,0.00068075,0.00068075,0.00068075
94,61.5241,0.36466,0.4116,0.79835,0.96533,0.98942,0.995,0.94723,0.33568,0.33184,0.78018,0.000674562,0.000674562,0.000674562
95,62.1665,0.37097,0.37593,0.7965,0.96533,0.98942,0.995,0.94723,0.33568,0.33184,0.78018,0.000668375,0.000668375,0.000668375
96,62.8175,0.43123,0.40475,0.78851,0.97436,0.99318,0.995,0.95383,0.33483,0.32976,0.78216,0.000662188,0.000662188,0.000662188
97,63.4292,0.35365,0.4463,0.80155,0.97436,0.99318,0.995,0.95383,0.33483,0.32976,0.78216,0.000656,0.000656,0.000656
98,64.0852,0.36295,0.3919,0.79287,0.99066,0.98796,0.995,0.94995,0.3118,0.32222,0.77746,0.000649813,0.000649813,0.000649813
99,64.6992,0.34048,0.36666,0.79387,0.99066,0.98796,0.995,0.94995,0.3118,0.32222,0.77746,0.000643625,0.000643625,0.000643625
100,65.3312,0.35774,0.3644,0.81166,0.98929,1,0.995,0.95513,0.32535,0.31915,0.77833,0.000637437,0.000637437,0.000637437
101,65.9741,0.37143,0.38799,0.79476,0.98929,1,0.995,0.95513,0.32535,0.31915,0.77833,0.00063125,0.00063125,0.00063125
102,66.6512,0.34901,0.42889,0.80084,0.99639,1,0.995,0.97285,0.28943,0.3072,0.77403,0.000625062,0.000625062,0.000625062
103,67.2973,0.37933,0.40761,0.80526,0.99639,1,0.995,0.97285,0.28943,0.3072,0.77403,0.000618875,0.000618875,0.000618875
104,67.9549,0.33655,0.37205,0.78929,0.99621,1,0.995,0.96605,0.29115,0.30688,0.7721,0.000612687,0.000612687,0.000612687
105,68.5978,0.3876,0.42627,0.80636,0.99621,1,0.995,0.96605,0.29115,0.30688,0.7721,0.0006065,0.0006065,0.0006065
106,69.2912,0.37124,0.39514,0.79365,0.99508,1,0.995,0.96831,0.28495,0.3017,0.77178,0.000600313,0.000600313,0.000600313
107,69.9371,0.35748,0.41821,0.80055,0.99508,1,0.995,0.96831,0.28495,0.3017,0.77178,0.000594125,0.000594125,0.000594125
108,70.6435,0.36158,0.38582,0.81789,0.99362,1,0.995,0.98041,0.26111,0.29512,0.77033,0.000587938,0.000587938,0.000587938
109,71.2584,0.38544,0.39671,0.8045,0.99362,1,0.995,0.98041,0.26111,0.29512,0.77033,0.00058175,0.00058175,0.00058175
110,71.9517,0.33915,0.38606,0.79167,0.98285,0.99334,0.995,0.97487,0.28367,0.2993,0.77373,0.000575563,0.000575563,0.000575563
111,72.6294,0.38472,0.38841,0.7919,0.98285,0.99334,0.995,0.97487,0.28367,0.2993,0.77373,0.000569375,0.000569375,0.000569375
112,73.3016,0.37585,0.39632,0.82538,0.97052,0.99557,0.995,0.96536,0.28016,0.30227,0.77361,0.000563187,0.000563187,0.000563187
113,73.9979,0.39768,0.43018,0.78811,0.97052,0.99557,0.995,0.96536,0.28016,0.30227,0.77361,0.000557,0.000557,0.000557
114,74.6972,0.32424,0.36575,0.81444,0.97019,0.99509,0.995,0.9667,0.27814,0.3038,0.7714,0.000550813,0.000550813,0.000550813
115,75.3583,0.34688,0.3763,0.78219,0.97019,0.99509,0.995,0.9667,0.27814,0.3038,0.7714,0.000544625,0.000544625,0.000544625
116,76.0173,0.33247,0.37214,0.79284,0.9703,0.9952,0.995,0.97277,0.26715,0.29769,0.7701,0.000538438,0.000538438,0.000538438
117,76.726,0.36032,0.38541,0.78852,0.9703,0.9952,0.995,0.97277,0.26715,0.29769,0.7701,0.00053225,0.00053225,0.00053225
118,77.3667,0.37498,0.44089,0.80364,0.97195,0.99365,0.995,0.97381,0.25568,0.28264,0.76996,0.000526063,0.000526063,0.000526063
119,77.9898,0.29978,0.36521,0.79621,0.97195,0.99365,0.995,0.97381,0.25568,0.28264,0.76996,0.000519875,0.000519875,0.000519875
120,78.625,0.34806,0.37785,0.79862,0.97191,0.99297,0.9895,0.96471,0.27122,0.2806,0.77191,0.000513688,0.000513688,0.000513688
121,79.302,0.37253,0.38545,0.81118,0.97191,0.99297,0.9895,0.96471,0.27122,0.2806,0.77191,0.0005075,0.0005075,0.0005075
122,80.0187,0.33308,0.38298,0.80899,0.97182,0.99236,0.98675,0.95648,0.2808,0.29005,0.77224,0.000501313,0.000501313,0.000501313
123,80.662,0.35379,0.38096,0.78387,0.97182,0.99236,0.98675,0.95648,0.2808,0.29005,0.77224,0.000495125,0.000495125,0.000495125
124,81.3153,0.38126,0.38924,0.81059,0.97216,0.99249,0.98675,0.9643,0.26613,0.28752,0.76983,0.000488938,0.000488938,0.000488938
125,81.9341,0.29986,0.35545,0.79648,0.97216,0.99249,0.98675,0.9643,0.26613,0.28752,0.76983,0.00048275,0.00048275,0.00048275
126,82.6636,0.34172,0.35752,0.78129,0.97228,0.99303,0.9895,0.97719,0.26289,0.28429,0.76998,0.000476562,0.000476562,0.000476562
127,83.2935,0.34286,0.36128,0.77972,0.97228,0.99303,0.9895,0.97719,0.26289,0.28429,0.76998,0.000470375,0.000470375,0.000470375
128,83.9857,0.35739,0.37544,0.80246,0.99036,0.99281,0.995,0.9835,0.25744,0.27799,0.76961,0.000464188,0.000464188,0.000464188
129,84.691,0.35026,0.35677,0.77974,0.99036,0.99281,0.995,0.9835,0.25744,0.27799,0.76961,0.000458,0.000458,0.000458
130,85.3687,0.39817,0.40063,0.7915,0.99412,0.99566,0.995,0.97418,0.26092,0.27315,0.7684,0.000451813,0.000451813,0.000451813
131,85.9661,0.32041,0.34462,0.78609,0.99412,0.99566,0.995,0.97418,0.26092,0.27315,0.7684,0.000445625,0.000445625,0.000445625
132,86.6998,0.33501,0.3501,0.78618,0.9958,1,0.995,0.97419,0.25242,0.27212,0.76747,0.000439437,0.000439437,0.000439437
133,87.4051,0.36193,0.38408,0.80433,0.9958,1,0.995,0.97419,0.25242,0.27212,0.76747,0.00043325,0.00043325,0.00043325
134,88.124,0.35191,0.35338,0.80148,0.9965,1,0.995,0.97726,0.23789,0.26586,0.76611,0.000427062,0.000427062,0.000427062
135,88.7415,0.35528,0.35618,0.78482,0.9965,1,0.995,0.97726,0.23789,0.26586,0.76611,0.000420875,0.000420875,0.000420875
136,89.4211,0.34028,0.36404,0.79042,0.99643,1,0.995,0.98313,0.23064,0.26452,0.76638,0.000414688,0.000414688,0.000414688
137,90.1218,0.33072,0.35726,0.80533,0.99643,1,0.995,0.98313,0.23064,0.26452,0.76638,0.0004085,0.0004085,0.0004085
138,90.7598,0.36221,0.3965,0.79204,0.99658,1,0.995,0.98617,0.23504,0.26247,0.7662,0.000402312,0.000402312,0.000402312
139,91.3899,0.3336,0.36452,0.81677,0.99658,1,0.995,0.98617,0.23504,0.26247,0.7662,0.000396125,0.000396125,0.000396125
140,92.0481,0.34693,0.35382,0.78506,0.99634,1,0.995,0.97675,0.25206,0.2655,0.76709,0.000389938,0.000389938,0.000389938
141,92.6893,0.35301,0.36325,0.81515,0.99634,1,0.995,0.97675,0.25206,0.2655,0.76709,0.00038375,0.00038375,0.00038375
142,93.3842,0.3356,0.36526,0.79386,0.99622,1,0.995,0.98366,0.22908,0.26571,0.76475,0.000377563,0.000377563,0.000377563
143,94.0155,0.31254,0.35061,0.80615,0.99622,1,0.995,0.98366,0.22908,0.26571,0.76475,0.000371375,0.000371375,0.000371375
144,94.6538,0.27483,0.31276,0.78177,0.99583,1,0.995,0.98883,0.21374,0.26149,0.76301,0.000365188,0.000365188,0.000365188
145,95.2808,0.32723,0.37531,0.80644,0.99583,1,0.995,0.98883,0.21374,0.26149,0.76301,0.000359,0.000359,0.000359
146,95.9463,0.29519,0.32682,0.78858,0.99586,1,0.995,0.98783,0.21542,0.26136,0.76297,0.000352812,0.000352812,0.000352812
147,96.5662,0.31493,0.34476,0.77564,0.99586,1,0.995,0.98783,0.21542,0.26136,0.76297,0.000346625,0.000346625,0.000346625
148,97.2197,0.3294,0.3622,0.80406,0.99623,1,0.995,0.98874,0.21607,0.25797,0.76318,0.000340438,0.000340438,0.000340438
149,97.8986,0.28618,0.32013,0.79346,0.99623,1,0.995,0.98874,0.21607,0.25797,0.76318,0.00033425,0.00033425,0.00033425
150,98.5852,0.29356,0.36359,0.77396,0.99682,1,0.995,0.98596,0.21528,0.24999,0.76319,0.000328063,0.000328063,0.000328063
151,99.2005,0.31218,0.3662,0.79156,0.99682,1,0.995,0.98596,0.21528,0.24999,0.76319,0.000321875,0.000321875,0.000321875
152,99.8792,0.27791,0.32273,0.79238,0.99724,1,0.995,0.9903,0.20535,0.24668,0.76231,0.000315687,0.000315687,0.000315687
153,100.526,0.27681,0.30946,0.76731,0.99724,1,0.995,0.9903,0.20535,0.24668,0.76231,0.0003095,0.0003095,0.0003095
154,101.258,0.30042,0.34695,0.79775,0.99705,1,0.995,0.99125,0.20635,0.25266,0.7623,0.000303313,0.000303313,0.000303313
155,101.936,0.3001,0.31246,0.76854,0.99705,1,0.995,0.99125,0.20635,0.25266,0.7623,0.000297125,0.000297125,0.000297125
156,102.596,0.2896,0.3353,0.78383,0.99753,1,0.995,0.98956,0.20189,0.25139,0.76271,0.000290937,0.000290937,0.000290937
157,103.207,0.28447,0.32695,0.78597,0.99753,1,0.995,0.98956,0.20189,0.25139,0.76271,0.00028475,0.00028475,0.00028475
158,103.926,0.30588,0.35369,0.78911,0.99752,1,0.995,0.99345,0.20036,0.24487,0.76257,0.000278562,0.000278562,0.000278562
159,104.616,0.30597,0.32959,0.80597,0.99752,1,0.995,0.99345,0.20036,0.24487,0.76257,0.000272375,0.000272375,0.000272375
160,105.422,0.32414,0.34448,0.8016,0.99738,1,0.995,0.99162,0.20941,0.24443,0.7632,0.000266187,0.000266187,0.000266187
161,106.112,0.30293,0.33272,0.78931,0.99738,1,0.995,0.99162,0.20941,0.24443,0.7632,0.00026,0.00026,0.00026
162,106.857,0.29402,0.33439,0.78393,0.99713,1,0.995,0.99327,0.20177,0.2441,0.76343,0.000253812,0.000253812,0.000253812
163,107.558,0.2923,0.33061,0.78663,0.99713,1,0.995,0.99327,0.20177,0.2441,0.76343,0.000247625,0.000247625,0.000247625
164,108.43,0.26097,0.30844,0.795,0.99676,1,0.995,0.98943,0.20395,0.24849,0.76364,0.000241438,0.000241438,0.000241438
165,109.306,0.28275,0.33298,0.77408,0.99676,1,0.995,0.98943,0.20395,0.24849,0.76364,0.00023525,0.00023525,0.00023525
166,110.109,0.27457,0.3218,0.79767,0.99643,1,0.995,0.99023,0.21121,0.25097,0.76477,0.000229063,0.000229063,0.000229063
167,110.91,0.27603,0.31395,0.76716,0.99643,1,0.995,0.99023,0.21121,0.25097,0.76477,0.000222875,0.000222875,0.000222875
168,111.689,0.27604,0.31348,0.80266,0.99637,1,0.995,0.99117,0.2041,0.2481,0.76417,0.000216688,0.000216688,0.000216688
169,112.43,0.26992,0.32764,0.78405,0.99637,1,0.995,0.99117,0.2041,0.2481,0.76417,0.0002105,0.0002105,0.0002105
170,113.209,0.27548,0.29511,0.7824,0.99631,1,0.995,0.98982,0.19927,0.24099,0.76291,0.000204313,0.000204313,0.000204313
171,113.953,0.27402,0.30117,0.78079,0.99631,1,0.995,0.98982,0.19927,0.24099,0.76291,0.000198125,0.000198125,0.000198125
172,114.731,0.30573,0.31965,0.79368,0.99621,1,0.995,0.99196,0.19282,0.241,0.76197,0.000191938,0.000191938,0.000191938
173,115.44,0.29418,0.32987,0.77843,0.99621,1,0.995,0.99196,0.19282,0.241,0.76197,0.00018575,0.00018575,0.00018575
174,116.179,0.26485,0.31382,0.76577,0.99612,1,0.995,0.99179,0.18825,0.23839,0.76186,0.000179563,0.000179563,0.000179563
175,116.843,0.25157,0.30463,0.7914,0.99612,1,0.995,0.99179,0.18825,0.23839,0.76186,0.000173375,0.000173375,0.000173375
176,117.544,0.28778,0.33312,0.79282,0.99604,1,0.995,0.99186,0.18839,0.23994,0.76206,0.000167188,0.000167188,0.000167188
177,118.197,0.26333,0.31669,0.80909,0.99604,1,0.995,0.99186,0.18839,0.23994,0.76206,0.000161,0.000161,0.000161
178,118.831,0.27872,0.31203,0.77889,0.99624,1,0.995,0.9914,0.18543,0.2384,0.76151,0.000154812,0.000154812,0.000154812
179,119.522,0.27657,0.3546,0.79909,0.99624,1,0.995,0.9914,0.18543,0.2384,0.76151,0.000148625,0.000148625,0.000148625
180,120.274,0.26655,0.34733,0.78191,0.99638,0.99997,0.995,0.991,0.18338,0.23823,0.76123,0.000142437,0.000142437,0.000142437
181,120.892,0.29978,0.33459,0.79616,0.99638,0.99997,0.995,0.991,0.18338,0.23823,0.76123,0.00013625,0.00013625,0.00013625
182,121.542,0.25624,0.30468,0.77966,0.99679,0.99979,0.995,0.99065,0.1843,0.24106,0.76077,0.000130062,0.000130062,0.000130062
183,122.196,0.29044,0.32997,0.79502,0.99679,0.99979,0.995,0.99065,0.1843,0.24106,0.76077,0.000123875,0.000123875,0.000123875
184,122.837,0.2817,0.30625,0.80116,0.99698,1,0.995,0.99166,0.18177,0.23849,0.76084,0.000117687,0.000117687,0.000117687
185,123.521,0.26697,0.31419,0.76973,0.99698,1,0.995,0.99166,0.18177,0.23849,0.76084,0.0001115,0.0001115,0.0001115
186,124.134,0.25815,0.31992,0.79705,0.99707,1,0.995,0.99219,0.18018,0.23644,0.76067,0.000105312,0.000105312,0.000105312
187,124.727,0.26401,0.31999,0.77185,0.99707,1,0.995,0.99219,0.18018,0.23644,0.76067,9.9125e-05,9.9125e-05,9.9125e-05
188,125.455,0.26717,0.30983,0.79595,0.99713,1,0.995,0.99266,0.18116,0.23359,0.76044,9.29375e-05,9.29375e-05,9.29375e-05
189,126.16,0.26381,0.2978,0.78863,0.99713,1,0.995,0.99266,0.18116,0.23359,0.76044,8.675e-05,8.675e-05,8.675e-05
