epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
239,15275.3,0.53117,6.29038,0.31176,0.67705,1.096,0.89543,0.94123,0.96274,0.888,0.63872,0.57558,0.52703,0.1186,0.40604,4.77649,0.31705,0.39766,0.95882,0.00498681,0.00498681,0.00498681
240,15338.8,0.53355,6.36399,0.31109,0.69017,1.10009,0.89557,0.94128,0.96265,0.88781,0.63893,0.57388,0.52508,0.11842,0.40583,4.77567,0.31702,0.39777,0.9586,0.00496574,0.00496574,0.00496574
241,15403,0.53362,6.30661,0.31233,0.67375,1.09931,0.89641,0.94061,0.96276,0.88842,0.63393,0.57729,0.52473,0.11809,0.40573,4.77401,0.31695,0.3976,0.95851,0.00494468,0.00494468,0.00494468
242,15467.7,0.52605,6.28027,0.3119,0.66513,1.09252,0.8956,0.94177,0.96324,0.88882,0.6373,0.57752,0.52535,0.11841,0.40557,4.77234,0.31687,0.39737,0.95841,0.00492362,0.00492362,0.00492362
243,15530.8,0.52984,6.31821,0.31239,0.67034,1.09579,0.89406,0.94532,0.96329,0.88942,0.63729,0.57511,0.5243,0.11862,0.40551,4.77084,0.31681,0.39723,0.95827,0.00490255,0.00490255,0.00490255
244,15595.4,0.52854,6.26496,0.31286,0.67257,1.09529,0.89344,0.94607,0.96319,0.88924,0.64018,0.57378,0.52458,0.11864,0.40523,4.76971,0.31672,0.39717,0.95792,0.00488149,0.00488149,0.00488149
245,15661.8,0.52841,6.25873,0.30974,0.66738,1.09718,0.89368,0.94583,0.96266,0.88899,0.63541,0.57957,0.52759,0.11922,0.40544,4.76813,0.31665,0.39738,0.95809,0.00486043,0.00486043,0.00486043
246,15724.6,0.52686,6.23852,0.31281,0.66101,1.09258,0.89409,0.94541,0.96169,0.88923,0.63608,0.57474,0.52489,0.1188,0.40516,4.76663,0.31649,0.3972,0.95782,0.00483936,0.00483936,0.00483936
247,15798.1,0.52552,6.2566,0.3105,0.67451,1.0925,0.89379,0.94547,0.96159,0.88952,0.63461,0.57431,0.52582,0.11908,0.40523,4.76527,0.31642,0.39712,0.95766,0.0048183,0.0048183,0.0048183
248,15861.1,0.52777,6.26241,0.31241,0.66015,1.09266,0.89413,0.94486,0.96235,0.88947,0.63737,0.57632,0.52735,0.11958,0.40501,4.76334,0.31632,0.39692,0.95756,0.00479723,0.00479723,0.00479723
249,15922.3,0.52717,6.22901,0.31019,0.65696,1.0908,0.89433,0.9447,0.96199,0.88919,0.6312,0.57386,0.52367,0.11939,0.40465,4.76159,0.31625,0.3969,0.95729,0.00477617,0.00477617,0.00477617
250,15985.7,0.5251,6.23206,0.30988,0.67418,1.09158,0.89436,0.94407,0.961,0.88859,0.63458,0.57764,0.52885,0.11938,0.4046,4.76074,0.31618,0.39697,0.95719,0.00475511,0.00475511,0.00475511
251,16050.2,0.5303,6.25636,0.31269,0.66272,1.09612,0.89443,0.94397,0.96199,0.88866,0.63149,0.57634,0.52608,0.11984,0.40461,4.75913,0.31607,0.39661,0.95717,0.00473404,0.00473404,0.00473404
252,16115.6,0.5353,6.23139,0.30749,0.67485,1.10243,0.89677,0.94219,0.96222,0.88877,0.63202,0.57819,0.52795,0.11999,0.40425,4.75735,0.31601,0.39621,0.95695,0.00471298,0.00471298,0.00471298
253,16183.7,0.52081,6.20578,0.30949,0.65449,1.08926,0.89659,0.94122,0.96207,0.88848,0.63145,0.57794,0.5265,0.11978,0.40396,4.75662,0.31594,0.39602,0.95683,0.00469191,0.00469191,0.00469191
254,16247.1,0.52505,6.259,0.31177,0.65715,1.09202,0.89636,0.94141,0.96215,0.88849,0.62704,0.57442,0.52205,0.11953,0.40345,4.75451,0.31589,0.39581,0.95642,0.00467085,0.00467085,0.00467085
255,16313.5,0.52395,6.206,0.30959,0.64477,1.09155,0.89436,0.94495,0.96235,0.88893,0.63145,0.5778,0.52766,0.11984,0.40438,4.75303,0.31584,0.39541,0.95693,0.00464979,0.00464979,0.00464979
256,16378.8,0.52718,6.22891,0.30871,0.65695,1.09142,0.8942,0.94493,0.96235,0.88873,0.62706,0.57798,0.52637,0.11954,0.40453,4.75131,0.31573,0.39517,0.957,0.00462872,0.00462872,0.00462872
257,16443.7,0.51614,6.2425,0.30971,0.64539,1.08485,0.89428,0.94539,0.96227,0.88881,0.60681,0.6029,0.53064,0.12017,0.40455,4.74951,0.31571,0.39501,0.95692,0.00460766,0.00460766,0.00460766
258,16508.1,0.52351,6.24946,0.31156,0.65987,1.09234,0.89369,0.94549,0.96152,0.88867,0.60589,0.60199,0.53016,0.11984,0.40442,4.74824,0.3157,0.39511,0.95679,0.0045866,0.0045866,0.0045866
259,16571,0.52267,6.2115,0.30934,0.65446,1.08963,0.89442,0.945,0.96141,0.88881,0.62929,0.58585,0.53272,0.12052,0.40444,4.74683,0.31564,0.39479,0.95682,0.00456553,0.00456553,0.00456553
260,16634.8,0.51906,6.22184,0.30795,0.64811,1.08666,0.89355,0.94522,0.96055,0.88776,0.6049,0.60236,0.5291,0.12,0.40412,4.74559,0.31557,0.39475,0.95638,0.00454447,0.00454447,0.00454447
261,16697.9,0.52022,6.22276,0.31281,0.66048,1.09196,0.89408,0.94758,0.9616,0.88881,0.60697,0.60355,0.53151,0.12023,0.40393,4.74357,0.31552,0.39469,0.95621,0.0045234,0.0045234,0.0045234
262,16763.1,0.51824,6.20222,0.31025,0.64504,1.08598,0.89479,0.94784,0.96269,0.88894,0.60582,0.606,0.53323,0.12041,0.40362,4.7419,0.31544,0.3947,0.95592,0.00450234,0.00450234,0.00450234
263,16828.7,0.51714,6.23561,0.30836,0.64455,1.08454,0.89567,0.94787,0.96253,0.88888,0.60417,0.60441,0.53068,0.12037,0.40356,4.74014,0.31541,0.39456,0.95585,0.00448128,0.00448128,0.00448128
264,16894.9,0.52114,6.22843,0.30977,0.65619,1.0903,0.89674,0.9465,0.96257,0.88918,0.6055,0.60611,0.53347,0.12002,0.40362,4.73835,0.31535,0.39428,0.95593,0.00446021,0.00446021,0.00446021
265,16958.3,0.52379,6.19272,0.30933,0.6572,1.09541,0.89641,0.94707,0.96257,0.88842,0.63342,0.5821,0.53307,0.12005,0.40375,4.73681,0.31526,0.39436,0.95602,0.00443915,0.00443915,0.00443915
266,17024,0.52742,6.18401,0.30858,0.66639,1.09407,0.89703,0.94527,0.96243,0.88844,0.63426,0.58336,0.5351,0.12024,0.40369,4.7353,0.31519,0.39449,0.95598,0.00441809,0.00441809,0.00441809
267,17085.5,0.51449,6.17355,0.3071,0.6503,1.08622,0.89711,0.94517,0.96231,0.88867,0.63241,0.58497,0.53372,0.12044,0.40372,4.73417,0.31514,0.39475,0.95601,0.00439702,0.00439702,0.00439702
268,17148.8,0.51902,6.15496,0.3076,0.64171,1.08744,0.89718,0.94485,0.96226,0.88822,0.63449,0.58713,0.53597,0.12078,0.40356,4.73248,0.31505,0.39442,0.95587,0.00437596,0.00437596,0.00437596
269,17215.5,0.51252,6.14665,0.30674,0.64682,1.08323,0.89717,0.94457,0.96233,0.88868,0.63139,0.5883,0.53597,0.12052,0.40346,4.73129,0.31496,0.39465,0.95584,0.00435489,0.00435489,0.00435489
270,17279.4,0.51569,6.17912,0.30838,0.64592,1.08457,0.89746,0.94376,0.96238,0.88885,0.634,0.58627,0.53681,0.12068,0.40355,4.73006,0.3149,0.39457,0.95595,0.00433383,0.00433383,0.00433383
271,17344,0.51652,6.13086,0.30945,0.63615,1.0874,0.89777,0.94338,0.96235,0.88903,0.63034,0.58849,0.53601,0.12073,0.40318,4.72857,0.31482,0.3948,0.95564,0.00431277,0.00431277,0.00431277
272,17407.8,0.51593,6.14451,0.30652,0.64468,1.08851,0.89759,0.94342,0.96246,0.88845,0.63065,0.5885,0.53692,0.12029,0.40291,4.72752,0.31474,0.39493,0.95549,0.0042917,0.0042917,0.0042917
273,17471.6,0.51183,6.1772,0.3097,0.63369,1.08233,0.89761,0.94356,0.96242,0.8887,0.63293,0.58934,0.53765,0.12031,0.40274,4.72629,0.31461,0.39474,0.95554,0.00427064,0.00427064,0.00427064
274,17535.7,0.51238,6.15915,0.30798,0.64658,1.08612,0.89806,0.94314,0.96247,0.88939,0.63061,0.58878,0.53548,0.12029,0.4026,4.72505,0.31453,0.39485,0.9554,0.00424957,0.00424957,0.00424957
275,17603.9,0.5174,6.14542,0.30574,0.63506,1.08841,0.89826,0.9432,0.96248,0.88982,0.6303,0.58827,0.53465,0.12038,0.40242,4.72344,0.31445,0.39505,0.95521,0.00422851,0.00422851,0.00422851
276,17665.4,0.51494,6.16622,0.30478,0.6386,1.085,0.89789,0.94373,0.9624,0.88918,0.63399,0.59223,0.54071,0.1211,0.40228,4.72172,0.31442,0.39509,0.95499,0.00420745,0.00420745,0.00420745
277,17729.1,0.51489,6.1397,0.30771,0.64097,1.08443,0.898,0.9436,0.96238,0.88954,0.62915,0.59164,0.53807,0.12114,0.40227,4.71987,0.31439,0.39513,0.95506,0.00418638,0.00418638,0.00418638
278,17793,0.5091,6.10754,0.30485,0.63361,1.07807,0.89767,0.94372,0.96266,0.89026,0.63192,0.59399,0.54025,0.12101,0.40225,4.7185,0.31428,0.39508,0.95504,0.00416532,0.00416532,0.00416532
279,17857.6,0.51133,6.14632,0.30682,0.63691,1.07888,0.89693,0.94359,0.96274,0.88955,0.6325,0.59451,0.54015,0.12133,0.40215,4.71754,0.31418,0.39486,0.95495,0.00414426,0.00414426,0.00414426
280,17921.5,0.51134,6.15657,0.30697,0.63592,1.08248,0.89595,0.94383,0.96256,0.89077,0.63337,0.5916,0.53831,0.1213,0.40213,4.71627,0.31407,0.39496,0.95488,0.00412319,0.00412319,0.00412319
281,17986,0.51645,6.10074,0.30553,0.64619,1.08799,0.89422,0.94587,0.96214,0.89127,0.63843,0.59678,0.5426,0.12228,0.40178,4.71527,0.31395,0.39539,0.95456,0.00410213,0.00410213,0.00410213
282,18055.7,0.51101,6.1197,0.30596,0.6266,1.08042,0.89377,0.94638,0.96215,0.89147,0.63748,0.59542,0.54194,0.12147,0.40159,4.71413,0.3138,0.39499,0.95447,0.00408106,0.00408106,0.00408106
283,18119.5,0.5127,6.12544,0.30709,0.6343,1.08315,0.89278,0.94749,0.96204,0.89152,0.63755,0.59638,0.54248,0.12193,0.40155,4.71297,0.31366,0.39516,0.95439,0.00406,0.00406,0.00406
284,18185.3,0.50979,6.07248,0.30551,0.63059,1.08463,0.89352,0.94566,0.96213,0.89132,0.63667,0.59474,0.54142,0.122,0.40155,4.7109,0.31356,0.39509,0.95437,0.00403894,0.00403894,0.00403894
285,18252.7,0.51292,6.12864,0.30689,0.63351,1.08746,0.89344,0.94491,0.96221,0.89073,0.63621,0.59653,0.54086,0.12182,0.40151,4.7099,0.31347,0.39502,0.9543,0.00401787,0.00401787,0.00401787
286,18314.1,0.50947,6.12383,0.30348,0.63221,1.07999,0.8938,0.9444,0.96241,0.8915,0.63921,0.59843,0.54431,0.12286,0.40141,4.7086,0.31343,0.39485,0.95413,0.00399681,0.00399681,0.00399681
287,18380,0.51753,6.08808,0.30507,0.6448,1.08918,0.89386,0.94395,0.96244,0.89191,0.63829,0.59816,0.54407,0.1226,0.40127,4.70786,0.31332,0.39465,0.9541,0.00397574,0.00397574,0.00397574
288,18445.8,0.51154,6.12537,0.3045,0.63487,1.08289,0.89365,0.94402,0.96242,0.8911,0.64431,0.58585,0.5411,0.12226,0.40135,4.70678,0.3133,0.39458,0.95417,0.00395468,0.00395468,0.00395468
289,18510.1,0.50632,6.07122,0.30585,0.62725,1.08093,0.90888,0.92897,0.96244,0.89092,0.63537,0.60087,0.54533,0.12282,0.40126,4.70538,0.31325,0.39432,0.95415,0.00393362,0.00393362,0.00393362
290,18574.1,0.51103,6.08421,0.3052,0.62381,1.08382,0.9084,0.92966,0.96244,0.89191,0.6484,0.59,0.54607,0.12293,0.40124,4.70459,0.31321,0.39435,0.95412,0.00391255,0.00391255,0.00391255
291,18639.5,0.50534,6.08312,0.30275,0.62204,1.08254,0.90755,0.92992,0.9625,0.89237,0.64957,0.5905,0.54698,0.12309,0.40111,4.70319,0.31314,0.39435,0.95395,0.00389149,0.00389149,0.00389149
292,18702.5,0.50595,6.08226,0.30455,0.63182,1.08046,0.90766,0.9299,0.96238,0.89202,0.65108,0.5908,0.54856,0.12348,0.4011,4.70189,0.31308,0.3944,0.95388,0.00387043,0.00387043,0.00387043
293,18765.8,0.50677,6.11501,0.30212,0.62551,1.08322,0.90776,0.9302,0.96268,0.89265,0.6482,0.58872,0.54783,0.12338,0.40114,4.70099,0.31303,0.39438,0.95379,0.00384936,0.00384936,0.00384936
294,18826.4,0.50749,6.04502,0.30237,0.62527,1.08269,0.90788,0.93106,0.96296,0.8927,0.65406,0.59338,0.55202,0.12436,0.40092,4.70001,0.31293,0.39452,0.95367,0.0038283,0.0038283,0.0038283
295,18891.8,0.50572,6.06647,0.30285,0.62875,1.08364,0.90772,0.93137,0.9628,0.89259,0.64999,0.58992,0.54862,0.12384,0.40094,4.7,0.31287,0.39459,0.95356,0.00380723,0.00380723,0.00380723
296,18955.1,0.50887,6.08405,0.3046,0.63146,1.08497,0.90757,0.93142,0.9629,0.89304,0.64734,0.58676,0.54518,0.12331,0.40085,4.69862,0.31277,0.39442,0.95349,0.00378617,0.00378617,0.00378617
297,19018.1,0.50792,6.0465,0.30458,0.62579,1.08185,0.90822,0.93089,0.96292,0.89383,0.65005,0.58916,0.5473,0.12369,0.40082,4.69646,0.31268,0.39437,0.95342,0.00376511,0.00376511,0.00376511
298,19081.5,0.50446,6.04859,0.30376,0.61169,1.07742,0.91017,0.92858,0.96308,0.89395,0.6405,0.60099,0.549,0.12373,0.40076,4.69582,0.31256,0.39454,0.95341,0.00374404,0.00374404,0.00374404
299,19144.9,0.51396,6.05076,0.30554,0.62409,1.08545,0.91017,0.92876,0.96313,0.89275,0.63876,0.59896,0.54718,0.12371,0.40091,4.69464,0.31247,0.39448,0.95342,0.00372298,0.00372298,0.00372298
300,19210.2,0.51064,6.07595,0.3037,0.62892,1.08212,0.91023,0.9287,0.96338,0.89362,0.63552,0.599,0.54637,0.12305,0.40073,4.69342,0.31242,0.39482,0.95325,0.00370191,0.00370191,0.00370191
301,19275.6,0.51546,6.06454,0.30386,0.63223,1.08753,0.90978,0.92907,0.96316,0.89391,0.63832,0.60365,0.55108,0.12352,0.40068,4.69252,0.31233,0.39495,0.95315,0.00368085,0.00368085,0.00368085
302,19337.2,0.50308,6.05196,0.30379,0.6257,1.08008,0.90917,0.92958,0.96313,0.89405,0.63492,0.59578,0.54294,0.12309,0.40066,4.69113,0.31225,0.39483,0.95322,0.00365979,0.00365979,0.00365979
303,19401.1,0.5023,6.06809,0.3022,0.60917,1.08134,0.90925,0.9287,0.96323,0.8941,0.63341,0.59559,0.54189,0.12321,0.40051,4.69032,0.31218,0.39499,0.9531,0.00363872,0.00363872,0.00363872
304,19464.4,0.49975,6.04927,0.30231,0.61406,1.07486,0.90879,0.9291,0.96327,0.89369,0.63176,0.5991,0.54371,0.12335,0.40045,4.68864,0.31206,0.39497,0.95312,0.00361766,0.00361766,0.00361766
305,19527.8,0.50412,6.03059,0.30293,0.618,1.0779,0.91007,0.92797,0.96317,0.89285,0.6297,0.59943,0.54358,0.12335,0.40035,4.68597,0.31197,0.39511,0.95301,0.0035966,0.0035966,0.0035966
306,19594.1,0.50646,6.02414,0.30246,0.6169,1.08486,0.91013,0.92787,0.96356,0.89339,0.63057,0.60129,0.54486,0.12346,0.4004,4.685,0.31191,0.39523,0.95292,0.00357553,0.00357553,0.00357553
307,19660.8,0.49879,6.00005,0.29966,0.61574,1.07727,0.91046,0.92801,0.96316,0.89337,0.63127,0.60238,0.54657,0.12402,0.40052,4.68324,0.31188,0.39526,0.95298,0.00355447,0.00355447,0.00355447
308,19725,0.50203,6.02312,0.30248,0.61863,1.07626,0.90985,0.92914,0.96309,0.89306,0.6316,0.60227,0.54657,0.12408,0.40056,4.68267,0.31176,0.39559,0.95303,0.0035334,0.0035334,0.0035334
309,19785.5,0.50752,6.01076,0.30175,0.61348,1.08351,0.90924,0.92997,0.96338,0.8933,0.62897,0.59949,0.54235,0.12347,0.40056,4.68134,0.31161,0.39547,0.95295,0.00351234,0.00351234,0.00351234
310,19858.2,0.49694,5.96566,0.30278,0.61219,1.07336,0.90442,0.93384,0.96352,0.8937,0.63006,0.60026,0.54216,0.12326,0.40045,4.67956,0.31153,0.39545,0.95295,0.00349128,0.00349128,0.00349128
311,19920.6,0.50378,5.98482,0.30129,0.60719,1.0799,0.90525,0.935,0.96327,0.8933,0.63053,0.60048,0.54105,0.1235,0.40036,4.67783,0.31144,0.39506,0.95285,0.00347021,0.00347021,0.00347021
312,19983.8,0.50448,6.02664,0.30056,0.61368,1.08039,0.905,0.93512,0.96331,0.89257,0.62306,0.6074,0.54018,0.12346,0.40033,4.677,0.3114,0.39519,0.9528,0.00344915,0.00344915,0.00344915
313,20047.6,0.49822,5.96278,0.30002,0.60647,1.07577,0.90389,0.93595,0.9633,0.89332,0.62782,0.59727,0.53744,0.12308,0.4003,4.67534,0.31132,0.39547,0.95274,0.00342809,0.00342809,0.00342809
314,20117.4,0.49592,5.98041,0.29989,0.60126,1.07577,0.90365,0.93635,0.96329,0.89309,0.62786,0.59603,0.53709,0.12292,0.40013,4.67418,0.31124,0.39556,0.95259,0.00340702,0.00340702,0.00340702
315,20179.8,0.50203,6.01269,0.2999,0.61144,1.0756,0.90357,0.93593,0.96331,0.89376,0.62133,0.60542,0.53852,0.12331,0.39991,4.67283,0.31118,0.39563,0.9525,0.00338596,0.00338596,0.00338596
316,20243.1,0.49309,5.99632,0.30207,0.60996,1.07056,0.90389,0.9378,0.96354,0.89336,0.62935,0.59611,0.53756,0.12303,0.39995,4.67151,0.3111,0.39538,0.95252,0.00336489,0.00336489,0.00336489
317,20307.5,0.49561,5.96074,0.30006,0.597,1.07396,0.90362,0.93958,0.96318,0.8935,0.63216,0.59838,0.54106,0.12403,0.39982,4.67022,0.311,0.39563,0.95239,0.00334383,0.00334383,0.00334383
318,20371.9,0.4952,5.95348,0.29883,0.59682,1.07576,0.90323,0.94105,0.96338,0.89358,0.62337,0.60549,0.53924,0.12382,0.39968,4.6689,0.31089,0.39553,0.95223,0.00332277,0.00332277,0.00332277
319,20432.8,0.49009,5.97928,0.29929,0.60041,1.0728,0.90333,0.94161,0.96317,0.89262,0.62966,0.59648,0.53927,0.1244,0.39959,4.66749,0.31079,0.39559,0.95222,0.0033017,0.0033017,0.0033017
320,20497.2,0.49531,5.98077,0.30083,0.60917,1.07623,0.90311,0.93916,0.96336,0.89292,0.634,0.59946,0.54451,0.12499,0.39945,4.66624,0.3107,0.39532,0.952,0.00328064,0.00328064,0.00328064
321,20560.5,0.49079,5.94347,0.30042,0.59537,1.07268,0.90322,0.9391,0.96319,0.89265,0.63409,0.60621,0.54651,0.12516,0.39946,4.66454,0.31059,0.39548,0.95184,0.00325957,0.00325957,0.00325957
322,20623.7,0.49745,5.95454,0.29928,0.59887,1.07668,0.9033,0.93901,0.96317,0.8925,0.63757,0.60258,0.547,0.1252,0.39937,4.66339,0.31052,0.39525,0.95178,0.00323851,0.00323851,0.00323851
323,20692.4,0.4954,5.974,0.30012,0.60553,1.07035,0.90451,0.94008,0.96344,0.89339,0.63841,0.60135,0.54622,0.12562,0.39965,4.66196,0.31043,0.395,0.95181,0.00321745,0.00321745,0.00321745
324,20758.3,0.49355,5.94417,0.29949,0.5923,1.07388,0.90331,0.93827,0.96338,0.8932,0.63827,0.60054,0.54588,0.12578,0.39954,4.66107,0.31033,0.39521,0.95173,0.00319638,0.00319638,0.00319638
325,20823,0.48907,5.90596,0.29888,0.59124,1.069,0.90405,0.94042,0.96336,0.89267,0.63687,0.60038,0.54454,0.12544,0.39964,4.65962,0.31025,0.39507,0.95174,0.00317532,0.00317532,0.00317532
326,20887.6,0.49633,5.97721,0.30006,0.60236,1.07477,0.90406,0.94034,0.96371,0.8926,0.63794,0.60134,0.54466,0.12597,0.39944,4.65927,0.3102,0.3947,0.95158,0.00315426,0.00315426,0.00315426
327,20948.3,0.49854,5.91049,0.29875,0.5913,1.07375,0.90425,0.93978,0.96338,0.8924,0.63817,0.60118,0.54658,0.12576,0.39948,4.65822,0.31017,0.39468,0.95158,0.00313319,0.00313319,0.00313319
328,21010.6,0.49817,5.95603,0.29653,0.60374,1.07653,0.90431,0.93825,0.96342,0.89255,0.63788,0.60021,0.54621,0.12582,0.3994,4.65705,0.31011,0.3946,0.95136,0.00311213,0.00311213,0.00311213
329,21074,0.48734,5.87326,0.30183,0.58295,1.06696,0.90452,0.93797,0.96347,0.89212,0.6371,0.59954,0.54522,0.12553,0.39951,4.65583,0.31003,0.39426,0.95137,0.00309106,0.00309106,0.00309106
330,21137.7,0.49288,5.89758,0.29435,0.60153,1.07537,0.9067,0.93426,0.9634,0.89208,0.63841,0.60058,0.54736,0.12594,0.39958,4.65445,0.30997,0.39419,0.95145,0.00307,0.00307,0.00307
331,21201,0.49167,5.94393,0.29735,0.60578,1.07071,0.90699,0.93586,0.96336,0.89201,0.63762,0.60333,0.54805,0.12591,0.39953,4.65369,0.30993,0.39431,0.9512,0.00304894,0.00304894,0.00304894
332,21267.1,0.49397,5.92772,0.29652,0.60141,1.07061,0.90877,0.93349,0.96358,0.89193,0.63519,0.60082,0.54473,0.12566,0.39938,4.65268,0.30984,0.39418,0.95107,0.00302787,0.00302787,0.00302787
333,21332.3,0.48897,5.85359,0.29918,0.58971,1.06318,0.90937,0.93311,0.96356,0.89208,0.63967,0.60524,0.55036,0.12683,0.39936,4.65099,0.30977,0.39381,0.95092,0.00300681,0.00300681,0.00300681
334,21395.4,0.49003,5.90413,0.2976,0.59213,1.06851,0.90962,0.93302,0.96332,0.89261,0.63969,0.60115,0.54681,0.12593,0.39945,4.65005,0.30969,0.39369,0.95093,0.00298574,0.00298574,0.00298574
335,21458.7,0.49364,5.93061,0.29647,0.60661,1.07387,0.90949,0.93318,0.96329,0.89211,0.64127,0.60228,0.54828,0.12589,0.39942,4.64912,0.30965,0.39374,0.95074,0.00296468,0.00296468,0.00296468
336,21528.5,0.49066,5.90696,0.29727,0.59275,1.06899,0.90998,0.93278,0.96309,0.89219,0.63963,0.60451,0.54887,0.12604,0.39965,4.64794,0.30956,0.39331,0.95085,0.00294362,0.00294362,0.00294362
337,21591,0.49323,5.91783,0.29654,0.58892,1.07157,0.90975,0.93307,0.96319,0.89217,0.63734,0.60259,0.54658,0.12589,0.39986,4.64706,0.30955,0.39318,0.95085,0.00292255,0.00292255,0.00292255
338,21654.7,0.48525,5.90084,0.29559,0.59357,1.07122,0.90965,0.93318,0.96314,0.89249,0.64375,0.60368,0.55113,0.12655,0.4,4.64603,0.30951,0.39314,0.95097,0.00290149,0.00290149,0.00290149
339,21717,0.48202,5.86145,0.29803,0.57257,1.06297,0.90815,0.93546,0.96352,0.89319,0.64174,0.60815,0.55245,0.12621,0.39981,4.64482,0.30947,0.39294,0.95074,0.00288043,0.00288043,0.00288043
340,21780.5,0.48433,5.88411,0.29706,0.5749,1.06748,0.9079,0.93695,0.96349,0.89264,0.64586,0.6104,0.55594,0.12689,0.39951,4.64378,0.30941,0.39334,0.95046,0.00285936,0.00285936,0.00285936
341,21844.1,0.49299,5.89068,0.29725,0.58796,1.07268,0.90843,0.93625,0.96336,0.89209,0.64055,0.60487,0.55009,0.12629,0.39942,4.64286,0.30938,0.39331,0.95029,0.0028383,0.0028383,0.0028383
342,21908.5,0.4896,5.87185,0.29706,0.58845,1.07026,0.90962,0.93451,0.9631,0.89227,0.64276,0.60354,0.5521,0.12618,0.39939,4.6417,0.3093,0.39311,0.95027,0.00281723,0.00281723,0.00281723
343,21971.2,0.4923,5.824,0.29617,0.58432,1.07387,0.90752,0.93674,0.96301,0.89256,0.64688,0.60952,0.55728,0.12717,0.39925,4.64012,0.30925,0.39303,0.95,0.00279617,0.00279617,0.00279617
344,22034.1,0.48822,5.82965,0.2946,0.58303,1.06977,0.90985,0.933,0.96294,0.89139,0.63194,0.60799,0.54761,0.12595,0.39887,4.63871,0.30915,0.39302,0.94978,0.00277511,0.00277511,0.00277511
345,22099,0.48365,5.83013,0.2964,0.58141,1.06166,0.90987,0.9329,0.96308,0.89189,0.63526,0.61007,0.55193,0.12708,0.39871,4.63732,0.30907,0.39263,0.94957,0.00275404,0.00275404,0.00275404
346,22162.5,0.48665,5.85206,0.29491,0.57771,1.06866,0.91004,0.93297,0.96318,0.89186,0.63335,0.6077,0.54765,0.12653,0.39874,4.63633,0.30903,0.39237,0.94954,0.00273298,0.00273298,0.00273298
347,22224.4,0.48426,5.82811,0.29539,0.58032,1.06638,0.91026,0.9329,0.96323,0.89211,0.63503,0.61018,0.55324,0.12743,0.39871,4.63662,0.309,0.39213,0.94946,0.00271191,0.00271191,0.00271191
348,22289.3,0.49112,5.87707,0.29524,0.58638,1.0722,0.91027,0.93305,0.96338,0.8918,0.63513,0.60984,0.55297,0.12701,0.39867,4.63505,0.30892,0.39204,0.94945,0.00269085,0.00269085,0.00269085
349,22354.3,0.48598,5.82815,0.29512,0.57153,1.0652,0.91038,0.933,0.96304,0.89171,0.63531,0.60963,0.55236,0.12698,0.39877,4.63392,0.30886,0.39179,0.94949,0.00266979,0.00266979,0.00266979
350,22417.2,0.48042,5.84607,0.29516,0.57795,1.06184,0.91049,0.93326,0.9631,0.89193,0.62742,0.6136,0.55219,0.12765,0.39885,4.63167,0.30879,0.39166,0.94955,0.00264872,0.00264872,0.00264872
351,22483.3,0.48259,5.85446,0.29632,0.57278,1.06384,0.91069,0.93355,0.96308,0.8918,0.61995,0.62188,0.55208,0.12719,0.39883,4.63042,0.3088,0.3918,0.94961,0.00262766,0.00262766,0.00262766
352,22546.9,0.48322,5.83607,0.29525,0.57889,1.06753,0.91022,0.93554,0.96321,0.89122,0.62038,0.62306,0.55313,0.12794,0.39901,4.62914,0.30874,0.39156,0.94974,0.0026066,0.0026066,0.0026066
353,22613.7,0.47286,5.79109,0.29809,0.56698,1.05701,0.91018,0.93589,0.96333,0.89157,0.62113,0.62327,0.55321,0.12819,0.39905,4.62905,0.30867,0.39159,0.9497,0.00258553,0.00258553,0.00258553
354,22679.1,0.47906,5.80883,0.29612,0.58057,1.06564,0.91024,0.93592,0.96312,0.89168,0.62522,0.62574,0.55574,0.1291,0.39888,4.62753,0.3086,0.39132,0.94946,0.00256447,0.00256447,0.00256447
355,22742.9,0.47936,5.80156,0.29305,0.57048,1.06115,0.91,0.93645,0.96351,0.89213,0.62481,0.6258,0.5559,0.12946,0.39879,4.62625,0.3086,0.39113,0.94933,0.0025434,0.0025434,0.0025434
356,22808.6,0.48265,5.81742,0.2947,0.57455,1.06712,0.91002,0.93689,0.96328,0.89245,0.62652,0.62854,0.55672,0.12935,0.39819,4.62499,0.30853,0.3911,0.9487,0.00252234,0.00252234,0.00252234
357,22872.3,0.48248,5.8168,0.2963,0.56208,1.06639,0.91006,0.93692,0.96335,0.89273,0.62688,0.62842,0.55674,0.12967,0.39851,4.62425,0.30851,0.39087,0.94898,0.00250128,0.00250128,0.00250128
358,22939.7,0.48234,5.836,0.29445,0.57703,1.06815,0.9104,0.93689,0.96348,0.89283,0.62748,0.62819,0.55535,0.1295,0.39846,4.62328,0.30834,0.39064,0.94888,0.00248021,0.00248021,0.00248021
