epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,940.796,0.75357,8.3512,0.39685,1.33229,1.24954,0.82584,0.71451,0.82872,0.68149,0.16168,0.10056,0.06465,0.01031,0.68118,6.9507,0.3979,0.88293,1.23524,0.00970511,0.00970511,0.00970511
16,1003.4,0.74638,8.30282,0.39641,1.31964,1.24738,0.74805,0.73779,0.81891,0.66385,0.1541,0.08636,0.04771,0.00633,0.67398,6.88875,0.39134,0.91647,1.22343,0.00968404,0.00968404,0.00968404
17,1066.18,0.74025,8.22692,0.39696,1.29397,1.23886,0.77721,0.74153,0.83572,0.69423,0.12517,0.09544,0.04665,0.00619,0.63734,6.87181,0.39416,0.89024,1.19044,0.00966298,0.00966298,0.00966298
18,1129.66,0.73208,8.17081,0.39454,1.27363,1.23029,0.75124,0.7601,0.81797,0.67031,0.16265,0.1042,0.06443,0.009,0.65645,6.76975,0.40607,0.93356,1.21107,0.00964191,0.00964191,0.00964191
19,1192.99,0.72443,8.15501,0.39067,1.25396,1.22907,0.76307,0.77517,0.84054,0.70474,0.13578,0.11046,0.05991,0.00873,0.62288,6.7208,0.39869,0.81895,1.17055,0.00962085,0.00962085,0.00962085
20,1257.83,0.73032,8.1885,0.39366,1.23789,1.2336,0.86038,0.7436,0.86509,0.72281,0.20857,0.11848,0.07276,0.01151,0.62734,6.63544,0.39467,0.81137,1.17182,0.00959979,0.00959979,0.00959979
21,1319.03,0.72713,8.11587,0.38649,1.2344,1.22902,0.75852,0.74821,0.83361,0.68074,0.13536,0.11956,0.06894,0.0097,0.65768,6.7069,0.3874,0.86714,1.20249,0.00957872,0.00957872,0.00957872
22,1381.92,0.71925,8.08386,0.39047,1.21061,1.22347,0.79497,0.7735,0.85651,0.71747,0.12321,0.12742,0.05755,0.00842,0.62165,6.61627,0.38559,0.80076,1.1674,0.00955766,0.00955766,0.00955766
23,1445.09,0.71641,8.05065,0.38837,1.19829,1.22293,0.81427,0.77818,0.85761,0.71782,0.17108,0.13167,0.07633,0.01026,0.62503,6.55238,0.38797,0.79083,1.19311,0.0095366,0.0095366,0.0095366
24,1507.97,0.7091,7.99001,0.38533,1.19151,1.21973,0.75765,0.81404,0.85822,0.72017,0.18808,0.12193,0.07081,0.01031,0.60559,6.45508,0.39795,0.78086,1.15179,0.00951553,0.00951553,0.00951553
25,1570.88,0.70062,7.97019,0.38629,1.1727,1.21321,0.79599,0.78854,0.85344,0.71167,0.20095,0.13737,0.07476,0.0107,0.61101,6.46761,0.38438,0.77221,1.1563,0.00949447,0.00949447,0.00949447
26,1635.73,0.70706,7.96141,0.38542,1.17908,1.21287,0.77326,0.79929,0.85795,0.7239,0.18036,0.14295,0.0894,0.01343,0.60818,6.43553,0.38488,0.79016,1.16157,0.0094734,0.0094734,0.0094734
27,1699.37,0.69711,7.88543,0.38408,1.15648,1.20623,0.77749,0.84849,0.88082,0.74473,0.15378,0.1647,0.08395,0.0129,0.60259,6.37105,0.38599,0.73229,1.15495,0.00945234,0.00945234,0.00945234
28,1762.43,0.6967,7.85968,0.38372,1.13835,1.20984,0.78672,0.81776,0.86489,0.73562,0.19651,0.18802,0.10365,0.01512,0.5882,6.35886,0.38346,0.77484,1.14066,0.00943128,0.00943128,0.00943128
29,1825.51,0.68267,7.82278,0.3787,1.10322,1.20006,0.82469,0.81905,0.88674,0.75733,0.2135,0.18201,0.10427,0.01609,0.5959,6.29966,0.3777,0.69837,1.14541,0.00941021,0.00941021,0.00941021
30,1889.52,0.69861,7.8553,0.37822,1.12765,1.20966,0.77288,0.84884,0.88611,0.76133,0.24823,0.17381,0.10889,0.01638,0.57493,6.26717,0.37389,0.71121,1.11755,0.00938915,0.00938915,0.00938915
31,1955.26,0.6861,7.78649,0.37844,1.1145,1.20277,0.81397,0.83713,0.89164,0.75456,0.22792,0.2089,0.13598,0.0199,0.58536,6.25598,0.3724,0.71253,1.13377,0.00936809,0.00936809,0.00936809
32,2021.84,0.67683,7.75189,0.37808,1.08697,1.1937,0.83917,0.81452,0.89929,0.76643,0.22135,0.20496,0.1342,0.02127,0.57837,6.23078,0.38034,0.67902,1.13313,0.00934702,0.00934702,0.00934702
33,2084.86,0.68078,7.71848,0.37685,1.08234,1.19134,0.81621,0.82475,0.89597,0.7573,0.24237,0.22726,0.14265,0.02248,0.58427,6.11039,0.37714,0.69567,1.13224,0.00932596,0.00932596,0.00932596
34,2148.35,0.67605,7.70533,0.37458,1.08857,1.19275,0.824,0.83347,0.90337,0.77132,0.28978,0.19533,0.1263,0.01847,0.55968,6.16167,0.37751,0.66547,1.11131,0.00930489,0.00930489,0.00930489
35,2212.29,0.67491,7.69972,0.37435,1.08172,1.19272,0.82318,0.83839,0.88613,0.7625,0.22461,0.22464,0.14282,0.02354,0.55329,6.11969,0.37327,0.69104,1.09899,0.00928383,0.00928383,0.00928383
36,2272.8,0.68067,7.70799,0.37397,1.0736,1.20149,0.84521,0.87138,0.91037,0.78727,0.23916,0.25047,0.16281,0.02707,0.55096,6.0961,0.36989,0.63531,1.09706,0.00926277,0.00926277,0.00926277
37,2336.2,0.66734,7.62925,0.37299,1.06945,1.18631,0.84801,0.83954,0.90943,0.78264,0.28804,0.2516,0.18895,0.02873,0.56363,6.0343,0.36488,0.65692,1.10453,0.0092417,0.0092417,0.0092417
38,2399.6,0.66347,7.62675,0.37094,1.0513,1.18076,0.84624,0.85647,0.91815,0.78725,0.27339,0.24089,0.14937,0.02471,0.56049,6.06003,0.37682,0.62836,1.10869,0.00922064,0.00922064,0.00922064
39,2463.31,0.66094,7.62309,0.37147,1.04509,1.18286,0.84637,0.83787,0.90549,0.77989,0.30405,0.24541,0.17639,0.02741,0.56081,5.98503,0.37528,0.65639,1.10725,0.00919957,0.00919957,0.00919957
40,2529.07,0.66321,7.57739,0.36881,1.04847,1.18658,0.84236,0.8392,0.90174,0.78253,0.31351,0.26442,0.18224,0.02928,0.55482,5.98377,0.36725,0.63277,1.09365,0.00917851,0.00917851,0.00917851
41,2592.6,0.6555,7.60609,0.37054,1.035,1.18056,0.88405,0.81866,0.91516,0.78972,0.33413,0.28627,0.20644,0.03231,0.54236,5.92602,0.36598,0.61441,1.08942,0.00915745,0.00915745,0.00915745
42,2657.57,0.65264,7.52822,0.37012,1.02399,1.1759,0.85706,0.86168,0.91059,0.78497,0.29498,0.29544,0.18758,0.02903,0.54394,5.92123,0.35986,0.61695,1.08771,0.00913638,0.00913638,0.00913638
43,2718.68,0.66187,7.57027,0.37009,1.00889,1.18322,0.86925,0.85633,0.92155,0.79679,0.32727,0.26839,0.19436,0.03018,0.54515,5.92528,0.36943,0.60865,1.0911,0.00911532,0.00911532,0.00911532
44,2781.24,0.65392,7.50489,0.36795,1.02259,1.17686,0.85209,0.86495,0.92036,0.79417,0.31821,0.30801,0.19611,0.03123,0.54579,5.8968,0.36589,0.60374,1.09175,0.00909426,0.00909426,0.00909426
45,2846.06,0.64429,7.49934,0.36723,0.99719,1.17156,0.846,0.8545,0.90637,0.78632,0.32755,0.27667,0.1933,0.03074,0.52879,5.90484,0.36479,0.62021,1.07934,0.00907319,0.00907319,0.00907319
46,2909.39,0.65428,7.49789,0.36639,1.01227,1.1779,0.86576,0.85082,0.91552,0.78988,0.33575,0.31026,0.21848,0.03382,0.53035,5.85611,0.36454,0.61642,1.07814,0.00905213,0.00905213,0.00905213
47,2974.4,0.64823,7.46596,0.36558,1.00773,1.17374,0.88135,0.83482,0.91703,0.79777,0.34188,0.30526,0.21203,0.03597,0.52925,5.82331,0.3628,0.60225,1.07081,0.00903106,0.00903106,0.00903106
48,3037.18,0.64144,7.41925,0.3647,0.99284,1.16579,0.87162,0.86325,0.92786,0.81443,0.36109,0.31,0.21841,0.03765,0.52413,5.78045,0.36129,0.56913,1.07414,0.00901,0.00901,0.00901
49,3100.71,0.64296,7.45463,0.36462,0.98972,1.17251,0.84723,0.87099,0.92007,0.79748,0.32847,0.33104,0.22595,0.03858,0.52211,5.78463,0.36093,0.59416,1.07043,0.00898894,0.00898894,0.00898894
50,3165.55,0.64123,7.41387,0.36336,0.98401,1.173,0.83681,0.87939,0.9232,0.80733,0.3593,0.32087,0.22195,0.0378,0.52335,5.72552,0.36775,0.57561,1.07759,0.00896787,0.00896787,0.00896787
51,3226.96,0.64398,7.43784,0.36419,0.96475,1.17196,0.85878,0.88372,0.9284,0.81083,0.37001,0.33146,0.24251,0.04145,0.527,5.74415,0.36222,0.58279,1.07539,0.00894681,0.00894681,0.00894681
52,3290.59,0.6373,7.37783,0.36316,0.97208,1.16629,0.85873,0.88236,0.92837,0.81394,0.36529,0.32306,0.24384,0.04122,0.52081,5.73341,0.35891,0.5703,1.06572,0.00892574,0.00892574,0.00892574
53,3352.88,0.64001,7.37946,0.36121,0.97971,1.17116,0.8873,0.86198,0.93273,0.8212,0.39441,0.34124,0.25717,0.04261,0.50535,5.70009,0.35962,0.55706,1.05212,0.00890468,0.00890468,0.00890468
54,3418.81,0.63413,7.38724,0.36054,0.96119,1.16511,0.89031,0.87321,0.93829,0.82644,0.37409,0.35847,0.26421,0.04443,0.50808,5.69517,0.36369,0.55061,1.05189,0.00888362,0.00888362,0.00888362
55,3482.12,0.63673,7.3556,0.3594,0.96298,1.16759,0.88097,0.88823,0.92968,0.82304,0.37184,0.35953,0.26608,0.04614,0.50313,5.65065,0.3572,0.55264,1.04894,0.00886255,0.00886255,0.00886255
56,3548.47,0.64142,7.40611,0.35801,0.97537,1.16901,0.89799,0.86875,0.93489,0.81934,0.40037,0.35182,0.2656,0.04755,0.51522,5.63764,0.36037,0.5509,1.06143,0.00884149,0.00884149,0.00884149
57,3612.62,0.63808,7.35331,0.35892,0.95849,1.16591,0.83919,0.89629,0.93327,0.82354,0.35716,0.36667,0.26268,0.04669,0.50367,5.63992,0.35419,0.54965,1.05437,0.00882043,0.00882043,0.00882043
58,3675.04,0.63326,7.37703,0.36012,0.9478,1.16307,0.87832,0.87203,0.92922,0.82258,0.4101,0.34869,0.27102,0.04719,0.49489,5.61423,0.35621,0.5524,1.03993,0.00879936,0.00879936,0.00879936
59,3735.58,0.6195,7.35327,0.35768,0.93739,1.15384,0.85709,0.91052,0.93516,0.83033,0.41291,0.36725,0.28239,0.051,0.49747,5.59306,0.35351,0.53082,1.04192,0.0087783,0.0087783,0.0087783
60,3800.11,0.6214,7.27801,0.35797,0.91935,1.15312,0.89014,0.86246,0.93247,0.82883,0.41663,0.36421,0.27791,0.04912,0.49512,5.56863,0.35461,0.54498,1.03904,0.00875723,0.00875723,0.00875723
61,3864.97,0.62281,7.26982,0.35846,0.92773,1.15567,0.86702,0.89431,0.93378,0.83017,0.44352,0.37475,0.30187,0.05234,0.49137,5.54331,0.35347,0.52619,1.04128,0.00873617,0.00873617,0.00873617
62,3927.65,0.62846,7.31797,0.35553,0.92766,1.15769,0.86825,0.89984,0.93557,0.83119,0.41924,0.40898,0.30658,0.05368,0.49323,5.54652,0.35203,0.53696,1.03551,0.00871511,0.00871511,0.00871511
63,3992.52,0.62563,7.31095,0.35472,0.9326,1.15818,0.86588,0.89561,0.93785,0.83388,0.42653,0.38764,0.2922,0.05145,0.49157,5.51256,0.35138,0.53012,1.04074,0.00869404,0.00869404,0.00869404
64,4056.65,0.62654,7.28851,0.35392,0.92929,1.15793,0.89721,0.86523,0.93359,0.83028,0.42944,0.3969,0.29522,0.05327,0.48803,5.51689,0.35374,0.53228,1.03409,0.00867298,0.00867298,0.00867298
65,4120.79,0.6321,7.27045,0.35885,0.91838,1.16336,0.87266,0.89273,0.93671,0.83586,0.41974,0.36906,0.28451,0.0512,0.48899,5.5001,0.35207,0.52143,1.04161,0.00865191,0.00865191,0.00865191
66,4184.97,0.63068,7.26607,0.35373,0.92071,1.16055,0.89628,0.86549,0.94,0.84401,0.42515,0.39304,0.32058,0.05702,0.48109,5.50881,0.34836,0.51272,1.03144,0.00863085,0.00863085,0.00863085
67,4245.23,0.62049,7.21373,0.35434,0.90745,1.15401,0.90021,0.89381,0.94098,0.84088,0.43518,0.43156,0.32447,0.05759,0.47714,5.47184,0.3489,0.5044,1.02733,0.00860979,0.00860979,0.00860979
68,4308.4,0.61772,7.17296,0.35541,0.91309,1.15159,0.88937,0.88346,0.9389,0.84019,0.45476,0.43077,0.32955,0.05485,0.47722,5.44772,0.35161,0.50932,1.02783,0.00858872,0.00858872,0.00858872
69,4371.62,0.6202,7.20842,0.35137,0.908,1.15485,0.87204,0.90572,0.94516,0.84414,0.45769,0.41541,0.33644,0.05915,0.47776,5.43963,0.3485,0.49453,1.03147,0.00856766,0.00856766,0.00856766
70,4434.13,0.62284,7.14677,0.35366,0.89414,1.15597,0.88202,0.88165,0.94395,0.84731,0.4805,0.43759,0.35569,0.06613,0.4712,5.40002,0.3471,0.49773,1.02227,0.0085466,0.0085466,0.0085466
71,4498.44,0.61906,7.2381,0.35293,0.90364,1.15018,0.88387,0.88753,0.94219,0.84202,0.48408,0.44224,0.3653,0.06613,0.48624,5.39223,0.34836,0.49803,1.03607,0.00852553,0.00852553,0.00852553
72,4564.42,0.61404,7.20829,0.35371,0.89139,1.15035,0.8694,0.91653,0.94355,0.84817,0.44581,0.43345,0.34538,0.06131,0.47148,5.41425,0.34677,0.50259,1.02285,0.00850447,0.00850447,0.00850447
73,4625.37,0.61938,7.18382,0.3507,0.89197,1.15486,0.86208,0.91914,0.94263,0.84172,0.49489,0.41629,0.33818,0.06378,0.47605,5.39941,0.34878,0.50836,1.02196,0.0084834,0.0084834,0.0084834
74,4688.82,0.61697,7.14241,0.34974,0.90379,1.15433,0.87158,0.90643,0.94028,0.84122,0.46901,0.44319,0.34305,0.06619,0.46991,5.37982,0.3491,0.51216,1.01749,0.00846234,0.00846234,0.00846234
75,4751.77,0.61224,7.18184,0.35074,0.87773,1.14941,0.8921,0.89119,0.94029,0.84215,0.49781,0.47143,0.37724,0.06802,0.47103,5.38322,0.34695,0.51275,1.01819,0.00844128,0.00844128,0.00844128
76,4816.5,0.61377,7.15973,0.35153,0.89135,1.15194,0.86656,0.9111,0.94143,0.8443,0.49075,0.45985,0.38092,0.06913,0.46688,5.35924,0.34631,0.50652,1.0128,0.00842021,0.00842021,0.00842021
77,4881.61,0.60611,7.13967,0.34804,0.88299,1.1452,0.89895,0.88921,0.94395,0.84459,0.48369,0.43989,0.34584,0.06348,0.46568,5.36562,0.34576,0.49376,1.01465,0.00839915,0.00839915,0.00839915
78,4945.09,0.60974,7.13504,0.3488,0.8988,1.14833,0.89732,0.89672,0.94325,0.84863,0.46987,0.4555,0.34624,0.06467,0.46313,5.36212,0.34495,0.49472,1.01155,0.00837809,0.00837809,0.00837809
79,5007.99,0.60503,7.15839,0.34671,0.87476,1.1413,0.88751,0.89264,0.94627,0.85639,0.50466,0.45979,0.36643,0.07013,0.462,5.32121,0.34122,0.48431,1.01278,0.00835702,0.00835702,0.00835702
80,5071.16,0.61219,7.14798,0.34954,0.88533,1.14701,0.88988,0.89921,0.94495,0.84579,0.50056,0.45534,0.37596,0.06896,0.47191,5.3208,0.34001,0.49233,1.02033,0.00833596,0.00833596,0.00833596
81,5132.94,0.61573,7.13231,0.34625,0.87598,1.15119,0.90462,0.88949,0.94887,0.85151,0.49177,0.46814,0.37834,0.07094,0.46269,5.32078,0.344,0.48464,1.01203,0.00831489,0.00831489,0.00831489
82,5196.52,0.60769,7.10998,0.34554,0.88343,1.14495,0.88746,0.90336,0.94701,0.85776,0.51062,0.47067,0.38719,0.0709,0.45796,5.28825,0.34293,0.47994,1.00601,0.00829383,0.00829383,0.00829383
83,5260.06,0.6077,7.06992,0.34926,0.86896,1.1483,0.88131,0.90137,0.94945,0.85631,0.49477,0.47791,0.39073,0.07301,0.45751,5.28375,0.34615,0.47346,1.00323,0.00827277,0.00827277,0.00827277
84,5326.13,0.60649,7.02643,0.347,0.86213,1.14232,0.89275,0.91311,0.95444,0.85859,0.5294,0.48209,0.40276,0.07538,0.45836,5.26708,0.34367,0.47008,1.00627,0.0082517,0.0082517,0.0082517
85,5389.91,0.60623,7.09596,0.34569,0.86866,1.14824,0.89617,0.91563,0.95219,0.85825,0.5304,0.48979,0.40498,0.07524,0.4614,5.26885,0.34103,0.4699,1.00707,0.00823064,0.00823064,0.00823064
86,5454.55,0.60321,7.07497,0.34477,0.8574,1.14295,0.90426,0.89672,0.95253,0.86352,0.4938,0.4622,0.36529,0.07214,0.4499,5.26666,0.34087,0.46848,0.99563,0.00820957,0.00820957,0.00820957
87,5517.36,0.60565,7.05206,0.34488,0.85129,1.1463,0.8957,0.913,0.95087,0.86174,0.51854,0.4703,0.3849,0.07421,0.45153,5.23452,0.34069,0.4635,0.99648,0.00818851,0.00818851,0.00818851
88,5581.4,0.59853,7.0614,0.34687,0.85099,1.14173,0.89362,0.91115,0.94874,0.85701,0.5338,0.48474,0.40741,0.07858,0.45417,5.22231,0.33911,0.47072,1.00188,0.00816745,0.00816745,0.00816745
89,5643.38,0.604,7.05595,0.34353,0.85165,1.14311,0.9099,0.89459,0.95192,0.85968,0.5395,0.50768,0.42766,0.08273,0.45452,5.2207,0.33739,0.47449,1.00492,0.00814638,0.00814638,0.00814638
90,5707.48,0.60401,7.0349,0.34345,0.85734,1.14099,0.86837,0.93374,0.94859,0.85761,0.52025,0.48991,0.40189,0.07748,0.4555,5.21272,0.33881,0.4733,1.00427,0.00812532,0.00812532,0.00812532
91,5771.35,0.6024,7.00229,0.34371,0.85706,1.14279,0.88271,0.92584,0.94782,0.85579,0.53001,0.49239,0.41399,0.08105,0.45278,5.20403,0.33977,0.46707,1.00104,0.00810426,0.00810426,0.00810426
92,5834.35,0.59425,6.97554,0.34295,0.84207,1.13363,0.8954,0.91128,0.94757,0.85718,0.51672,0.47657,0.39976,0.08041,0.45221,5.19184,0.33868,0.46745,0.99748,0.00808319,0.00808319,0.00808319
93,5898.66,0.5982,7.02472,0.34378,0.84993,1.13733,0.9003,0.89796,0.94732,0.85554,0.50782,0.48995,0.40431,0.07811,0.45251,5.18825,0.33769,0.46849,0.99836,0.00806213,0.00806213,0.00806213
94,5962.35,0.60017,6.9892,0.34132,0.85506,1.14103,0.88804,0.91294,0.94513,0.85297,0.49923,0.50032,0.40547,0.07891,0.45454,5.1858,0.33768,0.47027,0.99819,0.00804106,0.00804106,0.00804106
95,6027.36,0.60392,7.01135,0.34565,0.84373,1.14017,0.90331,0.90676,0.94929,0.85817,0.5193,0.51353,0.42455,0.084,0.45165,5.17099,0.33738,0.46288,0.99769,0.00802,0.00802,0.00802
96,6088.68,0.59398,6.96244,0.34335,0.82923,1.13354,0.91529,0.89243,0.95026,0.85638,0.51251,0.4961,0.40022,0.07967,0.44999,5.16217,0.33714,0.46041,0.99421,0.00799894,0.00799894,0.00799894
97,6151.8,0.60088,6.98033,0.34045,0.83622,1.14369,0.90368,0.90976,0.95336,0.862,0.5233,0.51208,0.4237,0.08248,0.4505,5.15368,0.33667,0.45281,0.99566,0.00797787,0.00797787,0.00797787
98,6219.11,0.5934,6.96113,0.34078,0.83973,1.13638,0.90559,0.90522,0.95504,0.86474,0.52777,0.51333,0.42715,0.08431,0.44859,5.15562,0.33603,0.45383,0.99748,0.00795681,0.00795681,0.00795681
99,6283.15,0.5938,6.9511,0.34096,0.83181,1.1382,0.91218,0.89142,0.95544,0.86364,0.52883,0.48927,0.41066,0.08209,0.45011,5.15377,0.33481,0.45466,0.99865,0.00793574,0.00793574,0.00793574
100,6348.87,0.59133,6.95131,0.34051,0.81672,1.13038,0.90001,0.90569,0.95374,0.86436,0.53296,0.49859,0.41846,0.08316,0.45023,5.14788,0.33525,0.45414,0.99737,0.00791468,0.00791468,0.00791468
101,6412.88,0.58587,6.9667,0.341,0.83703,1.13129,0.88637,0.91636,0.95086,0.85827,0.52644,0.4976,0.41382,0.08363,0.45128,5.15051,0.3341,0.45677,0.99937,0.00789362,0.00789362,0.00789362
102,6475.25,0.59059,6.95031,0.33862,0.82983,1.13338,0.90016,0.90964,0.95347,0.8582,0.5293,0.51033,0.41979,0.08371,0.44763,5.13923,0.33394,0.45447,0.99888,0.00787255,0.00787255,0.00787255
103,6542.2,0.59391,6.90337,0.33972,0.82381,1.1413,0.90328,0.90155,0.95262,0.85986,0.5355,0.50188,0.42482,0.08731,0.4448,5.12439,0.33273,0.45241,0.99784,0.00785149,0.00785149,0.00785149
104,6606.02,0.59009,6.9365,0.34137,0.81842,1.13691,0.90369,0.90325,0.94976,0.86,0.54256,0.50738,0.43285,0.08667,0.44022,5.11691,0.33211,0.45267,0.99413,0.00783043,0.00783043,0.00783043
105,6667.36,0.58455,6.88792,0.33954,0.8103,1.12738,0.903,0.9063,0.95005,0.85834,0.54032,0.50937,0.43068,0.08762,0.43941,5.12143,0.33175,0.44953,0.99191,0.00780936,0.00780936,0.00780936
106,6732.08,0.58813,6.93354,0.33658,0.82649,1.1345,0.89311,0.91229,0.94954,0.85753,0.54994,0.51227,0.43976,0.09002,0.44007,5.10997,0.33164,0.44737,0.99236,0.0077883,0.0077883,0.0077883
107,6794.92,0.58424,6.91282,0.33861,0.81733,1.1314,0.91653,0.89268,0.95138,0.86268,0.5455,0.5179,0.43446,0.08853,0.44012,5.11121,0.33197,0.44355,0.9926,0.00776723,0.00776723,0.00776723
108,6859.54,0.58229,6.93469,0.33967,0.83012,1.12881,0.91279,0.89874,0.95236,0.86259,0.52746,0.51286,0.42522,0.08761,0.44171,5.10375,0.33156,0.44482,0.99474,0.00774617,0.00774617,0.00774617
109,6924.33,0.58876,6.89144,0.33847,0.81933,1.13374,0.90623,0.90748,0.95437,0.86368,0.54283,0.52513,0.4392,0.08731,0.44131,5.09389,0.33121,0.43694,0.99638,0.00772511,0.00772511,0.00772511
110,6988.35,0.58452,6.89961,0.33827,0.81733,1.13117,0.9008,0.91277,0.95304,0.86431,0.52899,0.51897,0.42524,0.0872,0.43978,5.08625,0.33089,0.43703,0.99426,0.00770404,0.00770404,0.00770404
111,7053.48,0.58843,6.87169,0.33718,0.81394,1.13216,0.90136,0.91379,0.95498,0.86517,0.52989,0.52858,0.43461,0.08736,0.44132,5.08114,0.33069,0.43661,0.99509,0.00768298,0.00768298,0.00768298
112,7116.78,0.58209,6.86202,0.34065,0.80458,1.12795,0.90114,0.91222,0.95368,0.86485,0.52919,0.52773,0.44336,0.08874,0.43917,5.07202,0.33047,0.43923,0.99235,0.00766191,0.00766191,0.00766191
113,7177.88,0.58587,6.8862,0.33676,0.80445,1.13087,0.88661,0.92458,0.95441,0.86785,0.53778,0.53809,0.45315,0.09051,0.43903,5.06536,0.32965,0.44005,0.99151,0.00764085,0.00764085,0.00764085
114,7241.38,0.59144,6.86421,0.33746,0.81563,1.133,0.89293,0.91832,0.95558,0.86749,0.55665,0.53428,0.46342,0.0939,0.4366,5.05804,0.32913,0.43886,0.98849,0.00761979,0.00761979,0.00761979
115,7308.19,0.57822,6.81955,0.33847,0.79363,1.12114,0.89019,0.92237,0.95478,0.86684,0.55173,0.53786,0.45749,0.09262,0.43622,5.05046,0.32883,0.43826,0.98774,0.00759872,0.00759872,0.00759872
116,7374.02,0.58586,6.86783,0.3361,0.81524,1.12788,0.89864,0.91916,0.95517,0.86886,0.55027,0.54318,0.46155,0.09313,0.43601,5.04536,0.32929,0.43886,0.98723,0.00757766,0.00757766,0.00757766
117,7438.88,0.58114,6.85182,0.33578,0.79997,1.13077,0.8907,0.92566,0.95676,0.86757,0.58253,0.5082,0.45812,0.0931,0.43611,5.04195,0.32913,0.43737,0.9872,0.0075566,0.0075566,0.0075566
118,7501.5,0.58297,6.84829,0.33542,0.80471,1.12625,0.88931,0.92675,0.9569,0.86796,0.57203,0.50781,0.44672,0.09189,0.43392,5.0383,0.32862,0.43709,0.98469,0.00753553,0.00753553,0.00753553
