epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,42.565,0.4403,0.50352,0.81384,0.99444,0.9841,0.995,0.93131,0.36635,0.38571,0.78771,0.0005075,0.0005075,0.0005075
62,43.2394,0.42577,0.48658,0.82072,0.99302,0.98404,0.995,0.93045,0.3658,0.38044,0.78845,0.000495125,0.000495125,0.000495125
63,43.9282,0.38398,0.4552,0.80807,0.99302,0.98404,0.995,0.93045,0.3658,0.38044,0.78845,0.00048275,0.00048275,0.00048275
64,44.5821,0.47239,0.47339,0.8257,0.98913,0.98681,0.995,0.9384,0.34321,0.36187,0.7855,0.000470375,0.000470375,0.000470375
65,45.2401,0.40336,0.53084,0.81318,0.98913,0.98681,0.995,0.9384,0.34321,0.36187,0.7855,0.000458,0.000458,0.000458
66,45.867,0.42422,0.4551,0.80613,0.99042,0.99343,0.995,0.93797,0.34006,0.34677,0.78711,0.000445625,0.000445625,0.000445625
67,46.4883,0.38287,0.49408,0.8279,0.99042,0.99343,0.995,0.93797,0.34006,0.34677,0.78711,0.00043325,0.00043325,0.00043325
68,47.1333,0.40284,0.4695,0.82293,0.99153,0.99561,0.995,0.93776,0.33529,0.33798,0.78591,0.000420875,0.000420875,0.000420875
69,47.7912,0.41942,0.45674,0.80221,0.99153,0.99561,0.995,0.93776,0.33529,0.33798,0.78591,0.0004085,0.0004085,0.0004085
70,48.4386,0.37807,0.44394,0.81259,0.99104,0.99705,0.995,0.94148,0.33425,0.34503,0.78461,0.000396125,0.000396125,0.000396125
71,49.0556,0.44463,0.48416,0.79654,0.99104,0.99705,0.995,0.94148,0.33425,0.34503,0.78461,0.00038375,0.00038375,0.00038375
72,49.7062,0.38388,0.43281,0.80215,0.99043,0.99906,0.995,0.94349,0.34554,0.34217,0.78555,0.000371375,0.000371375,0.000371375
73,50.3359,0.41096,0.45793,0.79369,0.99043,0.99906,0.995,0.94349,0.34554,0.34217,0.78555,0.000359,0.000359,0.000359
74,51.0002,0.42059,0.47065,0.80709,0.99549,0.99334,0.995,0.94799,0.33454,0.33587,0.78254,0.000346625,0.000346625,0.000346625
75,51.6276,0.4209,0.45617,0.80411,0.99549,0.99334,0.995,0.94799,0.33454,0.33587,0.78254,0.00033425,0.00033425,0.00033425
76,52.3061,0.41148,0.47459,0.79372,0.9956,0.99338,0.995,0.9525,0.31573,0.3291,0.78021,0.000321875,0.000321875,0.000321875
77,53.0208,0.40319,0.46517,0.81432,0.9956,0.99338,0.995,0.9525,0.31573,0.3291,0.78021,0.0003095,0.0003095,0.0003095
78,53.6887,0.41363,0.43728,0.7953,0.9957,0.99444,0.995,0.95985,0.31771,0.32776,0.78102,0.000297125,0.000297125,0.000297125
79,54.4128,0.46476,0.4594,0.80024,0.9957,0.99444,0.995,0.95985,0.31771,0.32776,0.78102,0.00028475,0.00028475,0.00028475
80,55.1519,0.41172,0.44065,0.80216,0.9957,0.99514,0.995,0.96263,0.30934,0.32777,0.77969,0.000272375,0.000272375,0.000272375
81,55.856,0.42394,0.47028,0.81528,0.9957,0.99514,0.995,0.96263,0.30934,0.32777,0.77969,0.00026,0.00026,0.00026
82,56.6246,0.36365,0.40783,0.79523,0.99555,0.99906,0.995,0.96987,0.29905,0.3235,0.77795,0.000247625,0.000247625,0.000247625
83,57.3025,0.34889,0.43108,0.80672,0.99555,0.99906,0.995,0.96987,0.29905,0.3235,0.77795,0.00023525,0.00023525,0.00023525
84,57.9568,0.3899,0.44466,0.80882,0.99633,1,0.995,0.96392,0.30103,0.32039,0.77774,0.000222875,0.000222875,0.000222875
85,58.6061,0.37332,0.44234,0.80635,0.99633,1,0.995,0.96392,0.30103,0.32039,0.77774,0.0002105,0.0002105,0.0002105
86,59.3571,0.433,0.45475,0.82565,0.99629,1,0.995,0.96064,0.30005,0.32001,0.77761,0.000198125,0.000198125,0.000198125
87,60.0427,0.38957,0.47537,0.78656,0.99629,1,0.995,0.96064,0.30005,0.32001,0.77761,0.00018575,0.00018575,0.00018575
88,60.6797,0.36192,0.43357,0.80608,0.9965,1,0.995,0.96602,0.29101,0.31491,0.77647,0.000173375,0.000173375,0.000173375
89,61.2978,0.4067,0.44812,0.829,0.9965,1,0.995,0.96602,0.29101,0.31491,0.77647,0.000161,0.000161,0.000161
90,61.9411,0.3528,0.41407,0.79823,0.99655,1,0.995,0.96942,0.28868,0.31306,0.77624,0.000148625,0.000148625,0.000148625
91,63.1358,0.37867,0.5126,0.80134,0.99655,1,0.995,0.96942,0.28868,0.31306,0.77624,0.00013625,0.00013625,0.00013625
92,63.976,0.42141,0.56863,0.79539,0.99655,1,0.995,0.96492,0.29169,0.3108,0.77626,0.000123875,0.000123875,0.000123875
93,64.5885,0.36392,0.45615,0.78184,0.99655,1,0.995,0.96492,0.29169,0.3108,0.77626,0.0001115,0.0001115,0.0001115
94,65.2772,0.35938,0.47702,0.77161,0.99648,1,0.995,0.96526,0.28837,0.31004,0.77573,9.9125e-05,9.9125e-05,9.9125e-05
95,65.9183,0.35388,0.45572,0.80828,0.99648,1,0.995,0.96526,0.28837,0.31004,0.77573,8.675e-05,8.675e-05,8.675e-05
96,66.5926,0.34893,0.4362,0.7893,0.9964,1,0.995,0.96637,0.28281,0.31532,0.77509,7.4375e-05,7.4375e-05,7.4375e-05
97,67.2766,0.35884,0.45657,0.78033,0.9964,1,0.995,0.96637,0.28281,0.31532,0.77509,6.2e-05,6.2e-05,6.2e-05
98,67.9569,0.39912,0.48722,0.79454,0.99646,1,0.995,0.96781,0.28219,0.31749,0.77455,4.9625e-05,4.9625e-05,4.9625e-05
99,68.686,0.35909,0.44095,0.7847,0.99646,1,0.995,0.96781,0.28219,0.31749,0.77455,3.725e-05,3.725e-05,3.725e-05
100,69.3675,0.35326,0.45722,0.79979,0.99655,1,0.995,0.96829,0.2828,0.31959,0.77459,2.4875e-05,2.4875e-05,2.4875e-05
