epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,8.23564,0.57391,0.91258,0.85027,0.79643,0.90053,0.92627,0.79719,0.5072,0.73325,0.8208,0.000224883,0.000224883,0.000224883
13,8.87914,0.55045,0.94219,0.82583,0.74807,0.93457,0.95112,0.8301,0.50036,0.72289,0.81798,0.00023825,0.00023825,0.00023825
14,9.53669,0.50433,0.82606,0.82721,0.75645,0.91388,0.93206,0.82032,0.50181,0.73038,0.81731,0.000250627,0.000250627,0.000250627
15,10.1763,0.60037,0.97035,0.8219,0.74137,0.91248,0.93288,0.81206,0.5256,0.75436,0.82272,0.000262015,0.000262015,0.000262015
16,10.8156,0.60618,0.87103,0.82965,0.7824,0.91831,0.93644,0.82226,0.51857,0.75614,0.82146,0.000272412,0.000272412,0.000272412
17,11.4239,0.54957,0.87594,0.80077,0.90838,0.85227,0.93873,0.8337,0.48686,0.72428,0.8149,0.00028182,0.00028182,0.00028182
18,12.1107,0.52332,0.85796,0.82984,0.90539,0.86806,0.96044,0.86313,0.49418,0.70991,0.81544,0.000290237,0.000290237,0.000290237
19,12.7516,0.49913,0.73299,0.81963,0.94071,0.88333,0.95438,0.85662,0.488,0.71036,0.81443,0.000297665,0.000297665,0.000297665
20,13.3805,0.51915,0.81928,0.83365,0.90127,0.87186,0.94158,0.84967,0.49258,0.73354,0.81531,0.000304103,0.000304103,0.000304103
21,14.0366,0.49154,0.75191,0.81655,0.7914,0.90777,0.94046,0.84159,0.4875,0.72383,0.81444,0.00030955,0.00030955,0.00030955
22,14.6442,0.50946,0.78823,0.83826,0.82615,0.8111,0.89166,0.79851,0.48113,0.7525,0.81328,0.000314008,0.000314008,0.000314008
23,15.2819,0.52141,0.84988,0.81546,0.83515,0.84502,0.89436,0.81128,0.48726,0.70817,0.81388,0.000317475,0.000317475,0.000317475
24,15.9092,0.51086,0.76599,0.80708,0.89108,0.84361,0.91755,0.82411,0.50443,0.67024,0.81587,0.000319953,0.000319953,0.000319953
25,16.5444,0.54528,0.75563,0.82361,0.90883,0.84241,0.92189,0.81878,0.50036,0.65538,0.81608,0.00032144,0.00032144,0.00032144
26,17.1916,0.52307,0.79361,0.82294,0.82257,0.87222,0.9011,0.80408,0.48639,0.65936,0.81341,0.000321938,0.000321938,0.000321938
27,17.8409,0.55492,0.72652,0.85655,0.86842,0.86389,0.92428,0.82272,0.48105,0.66049,0.81019,0.000321445,0.000321445,0.000321445
28,18.4728,0.56465,0.71325,0.83547,0.86842,0.86389,0.92428,0.82272,0.48105,0.66049,0.81019,0.000319962,0.000319962,0.000319962
29,19.1287,0.55147,0.79005,0.85279,0.87829,0.95618,0.97669,0.86665,0.47009,0.63472,0.80673,0.00031749,0.00031749,0.00031749
30,19.7762,0.50397,0.72129,0.82022,0.92363,0.98333,0.96622,0.86583,0.46546,0.58843,0.80758,0.000314028,0.000314028,0.000314028
31,20.4053,0.52614,0.67421,0.83477,0.92363,0.98333,0.96622,0.86583,0.46546,0.58843,0.80758,0.000309575,0.000309575,0.000309575
32,21.0617,0.49006,0.73804,0.81876,0.9348,0.9659,0.95475,0.85107,0.46852,0.56536,0.81113,0.000304132,0.000304132,0.000304132
33,21.7441,0.52073,0.85321,0.8175,0.92303,0.93235,0.93799,0.85347,0.46713,0.59543,0.81135,0.0002977,0.0002977,0.0002977
34,22.3558,0.54943,0.66275,0.83244,0.92303,0.93235,0.93799,0.85347,0.46713,0.59543,0.81135,0.000290277,0.000290277,0.000290277
35,23.0132,0.52194,0.72073,0.82568,0.87048,0.91494,0.95362,0.86618,0.46232,0.62217,0.80835,0.000281865,0.000281865,0.000281865
36,23.6387,0.49187,0.66389,0.83241,0.91867,0.94181,0.96449,0.87943,0.46145,0.5946,0.80553,0.000272463,0.000272463,0.000272463
37,24.2445,0.54301,0.68914,0.82351,0.91867,0.94181,0.96449,0.87943,0.46145,0.5946,0.80553,0.00026207,0.00026207,0.00026207
38,24.86,0.49902,0.70815,0.82022,0.93726,0.9536,0.97749,0.89279,0.45044,0.57329,0.80535,0.000250687,0.000250687,0.000250687
39,25.4883,0.51603,0.7059,0.81466,0.97525,0.9303,0.99149,0.90423,0.44393,0.5429,0.80572,0.000238315,0.000238315,0.000238315
40,26.1464,0.50138,0.61862,0.82046,0.97525,0.9303,0.99149,0.90423,0.44393,0.5429,0.80572,0.000224952,0.000224952,0.000224952
41,27.2741,0.51945,0.82575,0.82306,0.9852,0.99507,0.995,0.91479,0.44935,0.51719,0.80749,0.0002106,0.0002106,0.0002106
42,28.0392,0.54206,0.83417,0.8268,0.98605,0.99726,0.995,0.90807,0.45246,0.52454,0.80926,0.000195258,0.000195258,0.000195258
43,28.698,0.47836,0.65724,0.81648,0.98605,0.99726,0.995,0.90807,0.45246,0.52454,0.80926,0.000178925,0.000178925,0.000178925
44,29.3195,0.48436,0.68039,0.84198,0.98589,0.99567,0.995,0.90817,0.44872,0.55143,0.80792,0.000161603,0.000161603,0.000161603
45,29.9589,0.48543,0.65131,0.82621,0.98589,0.99567,0.995,0.90817,0.44872,0.55143,0.80792,0.00014329,0.00014329,0.00014329
46,30.5981,0.48995,0.66813,0.82221,0.99024,0.99697,0.995,0.90919,0.43665,0.57408,0.80501,0.000123987,0.000123987,0.000123987
47,31.1992,0.48232,0.66473,0.82749,0.99024,0.99697,0.995,0.90919,0.43665,0.57408,0.80501,0.000103695,0.000103695,0.000103695
48,31.8456,0.49293,0.63905,0.80891,0.98895,0.9986,0.995,0.91522,0.4248,0.57585,0.80188,8.24125e-05,8.24125e-05,8.24125e-05
49,32.4517,0.46148,0.64852,0.83802,0.98895,0.9986,0.995,0.91522,0.4248,0.57585,0.80188,6.014e-05,6.014e-05,6.014e-05
50,33.1325,0.49851,0.71579,0.81785,0.98838,0.99931,0.995,0.91817,0.41839,0.56492,0.80074,3.68775e-05,3.68775e-05,3.68775e-05
